 	mia	sorella	non	è	venuta	mai	qui	come	io	</S>
a31	2.5954491e-06	0.00033034178	0.00033650288	0.00032347746	7.8453435e-05	0.014660115	0.015949436	0.5096244	0.42288166	0.035812914
a24	9.2266134e-07	2.4586825e-08	1.2387822e-07	4.6975715e-06	2.0264807e-08	0.00019691346	0.0019757648	0.997811	9.886254e-06	7.2235315e-07
a31	7.1155574e-11	1.159449e-11	1.9130484e-08	8.091736e-06	4.1458517e-09	3.3134413e-05	0.00044478968	0.9995074	6.361412e-06	1.9061291e-07
a13	2.9673413e-07	1.3893418e-06	8.316034e-06	6.487299e-05	1.9942146e-07	8.9251684e-05	0.000750566	0.997001	0.0020282054	5.5804783e-05
a18	1.6865447e-09	1.9596733e-07	2.8289153e-06	1.8302906e-05	1.3417632e-06	8.045936e-06	0.00014995542	0.9996877	0.00012470986	6.9583048e-06
a20	3.7027934e-09	5.395436e-07	1.0028956e-05	7.185046e-05	6.1462256e-06	1.8884193e-05	0.00019147791	0.99945706	0.00021890354	2.5124247e-05
a31	6.8857287e-10	9.250848e-08	9.215152e-06	0.0005809984	0.00028739602	0.00071411504	0.004657754	0.9924993	0.0011157559	0.00013541193
a37	1.13637924e-07	0.00015520817	3.822916e-05	8.094096e-06	3.941028e-08	3.8166392e-05	0.00056878576	0.99781764	0.001362141	1.1617036e-05
a31	3.1035168e-09	4.341189e-07	4.2957058e-07	2.8188122e-06	4.932247e-09	3.510605e-06	3.4763514e-05	0.9989999	0.0009416875	1.640938e-05
a11	6.327406e-08	0.0006397451	0.00031278306	3.5848425e-05	5.4887018e-08	0.00016150597	0.0016677906	0.9903858	0.006752356	4.400979e-05
a31	2.8545688e-09	3.3230301e-06	3.6706422e-07	8.2427283e-07	6.63803e-10	1.22206475e-05	9.765144e-05	0.9981192	0.0017376796	2.8645885e-05
a11	1.9419681e-09	0.00013448422	0.00023805037	0.000103212486	3.611871e-08	0.0003402962	0.0037318594	0.97036225	0.02479354	0.00029637545
a31	2.4921166e-11	4.4854468e-07	1.1101237e-08	1.1607804e-07	5.8953446e-11	2.6519643e-05	0.0002890734	0.9925459	0.0070973267	4.0649862e-05
a11	1.3400193e-11	2.6653804e-06	2.7968736e-05	0.0002441579	2.080023e-08	0.00026429442	0.004372694	0.904519	0.08505917	0.0055100764
a31	3.2518197e-13	1.4194916e-08	4.19748e-10	2.4110609e-08	1.426862e-11	6.4130196e-05	0.0010572219	0.9374005	0.06111	0.0003680323
a13	2.6409568e-13	3.498328e-08	8.2690207e-07	0.00023756835	5.6383582e-09	0.00010094055	0.002495713	0.7321673	0.17302684	0.09197075
a31	5.3711684e-14	6.163093e-10	1.6662892e-10	1.656376e-08	1.6934773e-12	4.0776864e-05	0.0011455769	0.69472224	0.29224187	0.011849505
a18	1.4103666e-14	4.2711293e-10	8.026386e-09	4.051794e-05	3.9140519e-10	1.4186315e-05	0.00044678108	0.26748374	0.18205059	0.54996413
a31	1.6246766e-14	2.0565818e-11	3.0614997e-11	5.5763385e-09	1.8051172e-13	4.395988e-06	0.00016798587	0.22805637	0.6335004	0.13827083
a10	3.6352625e-15	1.7795258e-11	2.513156e-10	3.2738562e-06	2.2331836e-11	1.0682494e-06	2.5045636e-05	0.047079828	0.17144935	0.7814415
a7	6.124787e-14	1.2225409e-11	9.092903e-12	3.6491286e-08	8.580349e-12	9.600665e-07	2.9571213e-05	0.021073118	0.7921098	0.1867866
a31	3.7231464e-15	1.5371738e-13	4.5112006e-14	1.8525163e-10	6.2738015e-13	1.3716059e-06	7.0922615e-05	0.018750118	0.89620405	0.08497354
a20	6.590803e-16	4.2016995e-13	1.839962e-12	8.147154e-08	2.0880144e-12	2.2752843e-07	3.0266294e-06	0.009034111	0.3059124	0.6850502
a31	4.9283905e-15	9.354034e-14	3.3042508e-14	7.429586e-11	2.0339145e-12	5.3587287e-06	0.00013160113	0.005964518	0.75199413	0.24190444
</S>	7.97819e-16	1.5649033e-13	8.726232e-13	5.604255e-08	1.6536217e-12	2.700965e-07	2.82149e-06	0.01604134	0.39080888	0.5931466
