 	non	deve	magniare	la	sera	</S>
a20	8.1825067e-07	2.9531395e-07	1.0593672e-07	0.02748375	0.010860229	0.9616548
a31	6.238072e-05	0.004969604	0.66378236	0.10377457	0.13387376	0.09353737
a18	0.0009025234	0.0009343803	0.0040368657	0.061771054	0.3906278	0.54172736
a37	1.1872263e-07	4.133744e-08	1.6788063e-05	0.017298335	0.33246854	0.65021616
a18	8.933625e-09	6.251038e-09	3.9649188e-07	0.02837325	0.24836744	0.72325885
a31	1.4497695e-10	5.2416866e-09	2.4092188e-07	0.5366779	0.20588894	0.25743285
a13	3.4144317e-12	1.5572229e-09	4.4030668e-07	0.9438252	0.044037238	0.0121370675
a31	1.3474047e-13	1.4943071e-11	5.4389253e-09	0.9271693	0.06230236	0.01052831
a17	4.71174e-16	2.0552233e-14	1.7294936e-10	0.5026577	0.23014608	0.26719624
</S>	5.374087e-14	9.111155e-13	6.742609e-10	0.28874776	0.34013695	0.37111533
