 	qualcuno	al	telefono	vuole	sapere	dell	Anna	</S>
a23	0.0001676598	0.000896588	0.0009665414	0.010430094	0.018780747	0.00075112074	0.1531381	0.8148691
a31	3.8173766e-05	6.697258e-05	0.00096377946	0.031607006	0.026471263	0.0067522833	0.50579166	0.42830887
a29	5.5419605e-05	0.000762297	0.027610254	0.028411461	0.009956853	8.4068575e-05	0.10530866	0.82781094
a46	1.562225e-05	0.00027359632	0.0050100405	0.044121064	0.21389958	0.00045695616	0.20744327	0.52877986
a11	4.2739026e-07	1.2441277e-05	7.0452916e-05	0.00036750454	0.013858728	0.0007823135	0.3695306	0.6153775
a20	6.352586e-11	5.94406e-08	3.2377636e-06	3.4167006e-05	0.0023691002	2.8920884e-05	0.167179	0.83038545
a8	2.2005754e-12	1.8058567e-09	2.1998109e-07	2.2130223e-06	0.00035478003	2.7585327e-06	0.08668809	0.91295195
a31	4.4327497e-11	2.205713e-07	9.727993e-06	3.037523e-06	3.675352e-05	3.0530184e-05	0.0695149	0.9304049
a38	8.000196e-09	2.4566752e-05	0.00068049325	7.273732e-05	0.00019604663	0.00067192834	0.27337635	0.7249778
a31	7.002722e-10	9.768271e-07	8.7451226e-05	4.388752e-05	0.00011063075	4.2778564e-05	0.62650514	0.37320912
a24	3.4560017e-09	1.0540472e-05	0.0005157823	8.508566e-05	9.040648e-05	6.45394e-05	0.3594394	0.63979423
a37	2.4337407e-10	2.0954703e-08	5.429499e-07	1.0433151e-09	2.590222e-08	1.0513259e-08	0.04078038	0.9592191
a15	1.5372861e-10	5.1284013e-09	4.7406536e-07	1.0118901e-08	3.6780168e-07	1.6774056e-08	0.31048793	0.68951124
a31	1.36677674e-11	1.7900935e-09	3.7674272e-07	3.3829858e-07	1.8007302e-05	9.687432e-07	0.6398077	0.3601727
a20	4.0364465e-12	9.598325e-09	1.1146439e-06	2.3027766e-07	5.6625754e-07	8.622304e-08	0.015234505	0.98476344
a31	3.4926253e-11	6.212639e-10	9.871943e-08	8.877431e-09	1.7408456e-06	1.9795745e-07	0.58590585	0.41409212
a37	4.7878265e-13	8.327553e-10	6.964098e-08	1.55401e-08	5.4590988e-08	4.7998783e-09	0.0025227603	0.9974771
a46	1.0565887e-11	3.9092818e-10	5.9078292e-08	2.238482e-09	2.7829924e-07	1.8806967e-08	0.18898995	0.81100965
a20	7.542261e-13	5.498902e-10	5.3175995e-08	5.8833862e-08	5.478399e-06	1.4910044e-06	0.06917155	0.9308214
a24	9.44912e-13	5.584887e-12	6.0512995e-10	2.634535e-11	4.659711e-09	6.6831993e-09	0.05684865	0.94315135
a31	7.081669e-14	4.6659383e-13	3.996224e-12	7.6756364e-14	1.2512209e-12	3.0893874e-11	0.00074452185	0.9992555
a17	1.1631389e-14	1.7806466e-13	1.2109153e-11	1.6747172e-12	3.9198297e-10	1.9962915e-10	0.0021465926	0.99785334
a20	9.7831065e-14	1.5616977e-12	1.5564001e-10	5.2721633e-12	2.701213e-09	2.0695874e-09	0.020790428	0.97920954
a38	1.1590372e-13	7.9124885e-13	3.2779925e-11	1.1580809e-12	1.7191248e-10	3.0364983e-10	0.010899845	0.98910016
a31	8.029738e-15	7.7550764e-13	1.2298988e-10	9.640958e-12	6.683178e-09	4.3623185e-09	0.0038272275	0.9961727
a17	2.406618e-14	7.5154015e-12	1.0713482e-09	1.2019712e-10	7.0967225e-08	3.5398422e-08	0.004448939	0.995551
a31	4.8072755e-14	5.920165e-12	8.9131685e-10	3.8233833e-11	4.1135795e-08	1.8936717e-08	0.00688586	0.99311405
a37	9.405184e-15	1.8334568e-12	2.5586236e-10	1.2271324e-11	9.932254e-09	5.2813327e-09	0.0016004728	0.99839956
</S>	1.9338179e-14	1.3617417e-12	2.0370955e-10	4.8256017e-12	4.563169e-09	4.449716e-09	0.0023857425	0.99761426
