 	forse	stanno	ancora	svegli	</S>
a31	6.595751e-07	0.097767904	0.7195346	0.07727554	0.10542136
a10	1.3359995e-07	0.0060548224	0.31157124	0.31405628	0.36831754
a20	9.4398285e-09	0.1246059	0.47363445	0.17205594	0.22970368
a31	9.499404e-09	0.14438613	0.72434235	0.06601407	0.065257385
a18	1.8757239e-05	0.26620877	0.6412019	0.067211464	0.025359124
a31	1.2312714e-07	0.043461483	0.9019793	0.035973214	0.018585827
a35	2.0574112e-07	0.028295925	0.66740984	0.1346166	0.16967747
a31	1.6385752e-10	0.0024693394	0.8104463	0.099623635	0.0874607
a10	2.2105406e-12	4.9754846e-05	0.01469135	0.073342614	0.91191626
a20	2.9789078e-14	2.3843404e-08	0.0047065713	0.028165802	0.9671277
a29	6.3788285e-15	8.771623e-10	0.00024229476	0.013653468	0.9861042
a20	1.4924735e-15	1.8849092e-10	1.8872342e-05	0.0024896497	0.9974915
a31	4.3961447e-16	1.3554027e-11	1.3432842e-06	0.00037969285	0.9996189
a28	1.5214172e-16	3.791518e-12	1.2536587e-07	2.717602e-05	0.9999727
a8	7.793062e-15	8.608667e-10	1.1896787e-05	0.00052990083	0.99945825
a21	3.5439205e-16	5.4203635e-11	2.0394725e-06	0.00015226702	0.9998456
</S>	1.2334328e-14	6.879543e-08	7.324783e-05	0.00092568557	0.99900097
