 	le	migliori	canzoni	le	puoi	scrivere	la	notte	</S>
a31	3.6740133e-08	0.00015309756	0.00049725856	0.00071485864	0.037114933	0.023868652	0.22704527	0.70672846	0.0038774577
a8	0.20953135	0.10640443	0.00036946227	0.1258567	0.46787152	0.01950373	0.033448398	0.02432983	0.012684604
a31	8.957361e-06	1.23106065e-05	3.3659937e-05	0.16972527	0.80717736	0.00703654	0.004751454	0.0042154347	0.007039023
a29	0.00049657543	0.0020080812	0.006608477	0.15014583	0.020697812	0.19515024	0.46522748	0.14917743	0.010488017
a11	2.607622e-09	8.6798806e-05	0.0064178	0.043114483	0.035205238	0.13317603	0.6319941	0.14099632	0.009009214
a31	1.6349842e-10	1.5540345e-05	0.0019790276	0.027912065	0.055616625	0.14309505	0.61375636	0.14636508	0.01126024
a17	5.0321482e-08	0.03840401	0.32525262	0.08500133	0.04645512	0.04164242	0.1870727	0.26900768	0.0071640993
a21	1.270674e-10	0.00028994778	0.013750371	0.22114816	0.32991064	0.09575501	0.22035816	0.114267506	0.004520215
a24	1.1715971e-12	1.1523466e-05	0.00037603607	0.06997073	0.67519325	0.046715975	0.09400419	0.0982886	0.015439604
a31	6.7273563e-15	6.1932195e-07	5.6368376e-06	0.0022209645	0.75812715	0.015097247	0.021027094	0.13958488	0.06393649
a18	8.059508e-15	1.1546886e-06	0.0037863762	0.025558691	0.14983298	0.024958912	0.06140463	0.6843327	0.050124504
a31	4.42632e-14	4.1134213e-06	4.5082605e-05	0.028451968	0.6829744	0.03131825	0.042836737	0.17794232	0.036427107
a8	3.9107183e-16	4.5413962e-08	9.628244e-05	0.0063531236	0.40602878	0.0072472864	0.011042954	0.339422	0.22980954
a31	5.880144e-15	2.1389414e-07	5.5908444e-05	0.031244379	0.41232368	0.013170097	0.026117042	0.3553056	0.1617831
a11	1.0231101e-16	7.2108066e-09	4.702109e-06	0.001269512	0.29401374	0.00097444875	0.0012230569	0.15763971	0.5448748
a31	1.1897924e-14	1.7733835e-07	4.1554745e-06	0.0066851918	0.37632313	0.018223222	0.020648984	0.4153088	0.16280642
a8	6.052881e-17	1.6388785e-09	4.4616135e-07	0.000503591	0.20276612	0.00054369576	0.00057720067	0.09147725	0.70413166
a24	1.9070716e-15	1.084881e-08	1.2931472e-06	0.0050187004	0.11219246	0.010142987	0.015440759	0.554981	0.3022228
a31	2.463474e-16	1.1300142e-08	5.8508745e-09	9.936902e-07	0.11251758	9.4523624e-05	7.035884e-05	0.016889364	0.8704272
a37	9.9080595e-18	7.5623924e-11	7.1280786e-09	8.979469e-05	0.16813393	0.00025702026	0.00025840296	0.042034484	0.78922635
a31	2.4604912e-15	3.7179675e-09	9.470601e-08	0.00036657727	0.08972412	0.01718577	0.013986736	0.6631903	0.21554632
a28	5.4513512e-17	3.019089e-10	3.5424705e-08	0.00014782292	0.06627571	0.00073823833	0.0007289848	0.095497705	0.8366115
a31	1.3338505e-15	3.949686e-10	5.938918e-09	7.183645e-05	0.0254288	0.022127261	0.020759765	0.7061471	0.2254652
</S>	9.091399e-17	2.6978939e-10	2.425766e-08	8.9053785e-05	0.034189124	0.0011827084	0.0012330664	0.13370337	0.8296026
