 	ho	messo	uno	specchio	sul	muro	</S>
a8	4.5296747e-05	2.2624097e-05	0.00025443858	0.13495767	0.21656704	0.4644777	0.18367532
a31	0.00041582048	0.0073843603	0.0054985313	0.07843638	0.77874726	0.077711545	0.051806014
a17	7.2730893e-07	4.6549744e-06	7.361472e-06	0.09298907	0.90597117	0.0006800005	0.0003471255
a11	8.117896e-10	1.0596298e-09	3.441759e-08	0.0055025523	0.99378043	0.0002518064	0.0004650866
a31	2.9668715e-11	2.6045378e-11	5.857914e-09	0.004858513	0.97305703	0.007822655	0.014261713
a20	1.8741638e-08	2.4481204e-09	1.6203525e-07	0.03438298	0.027532838	0.7818462	0.15623777
a31	5.2996876e-13	1.7702636e-13	8.009803e-11	0.00013540486	0.8545386	0.14095342	0.0043725986
a37	7.291795e-12	2.731771e-11	1.2660436e-09	0.0004096843	0.016874854	0.9719773	0.010738281
a24	4.0053185e-13	1.2912726e-14	9.756774e-13	1.9003811e-06	0.8391576	0.15813336	0.0027071615
a28	6.416754e-14	4.0743187e-15	4.3133845e-13	1.1683123e-07	0.47947884	0.47920573	0.041315276
a31	1.5660117e-13	4.4832234e-15	7.666755e-14	1.4940747e-08	0.22820549	0.7093084	0.062486053
a24	5.3128583e-15	2.05238e-15	4.1191264e-13	2.5820203e-08	0.10046971	0.40163553	0.4978948
a35	8.1666634e-13	1.1713175e-14	1.8586939e-13	8.7891816e-10	0.06840577	0.47615126	0.45544297
a31	2.1099762e-15	1.6443296e-15	9.2882665e-14	1.3537634e-07	0.019535385	0.65289503	0.3275694
a20	1.7177471e-15	8.054821e-16	2.2708684e-14	6.4572965e-09	0.0007113379	0.11248059	0.88680804
</S>	3.5827054e-14	2.31518e-15	1.0584217e-14	1.9205073e-09	0.004480308	0.6218755	0.37364414
