 	volevo	Maria	domani	di	venire	da	me	</S>
a20	3.0829472e-06	0.0023749594	0.0032230534	0.00034445972	9.51228e-06	0.054115415	0.32219175	0.6177378
a24	9.7449236e-05	0.0002054979	0.022466773	0.8950056	0.0015273462	0.039753564	0.023978306	0.016965434
a31	6.4275782e-06	0.00015161082	0.03389216	0.92494977	1.2018683e-06	0.0070618633	0.011734641	0.02220235
a17	0.002779742	0.00018803043	0.0087924525	0.8691816	7.640372e-06	0.014544555	0.034892436	0.069613546
a31	4.6455092e-08	1.5608119e-05	0.0023341177	0.74698323	5.8553114e-06	0.104127705	0.06439727	0.082136266
a37	5.5898494e-07	1.5226214e-05	0.00031489372	0.1785311	0.00022782639	0.30897388	0.2622501	0.24968645
a10	5.8950234e-14	2.6596966e-10	6.2942235e-07	0.00091804273	9.790499e-07	0.7920699	0.15393867	0.0530718
a31	6.748465e-14	5.4589458e-11	1.0435278e-07	0.00061058387	1.7026614e-06	0.8643601	0.10962446	0.025403077
a20	5.002729e-10	1.7669428e-05	0.0023476356	0.0018942876	1.6452654e-05	0.039243583	0.40956172	0.5469187
a33	2.0829934e-14	2.121868e-12	7.732016e-10	6.821187e-07	3.035162e-07	0.27597162	0.4912785	0.23274884
a20	1.0464932e-14	1.0166145e-10	3.1043842e-07	6.2642116e-06	3.087646e-07	0.009065929	0.13642682	0.8545005
a31	1.0934358e-14	7.5276986e-13	1.08725313e-10	2.6707824e-08	2.2323224e-08	0.060885563	0.5747313	0.36438316
a5	1.04025966e-13	1.3121765e-11	4.7975256e-08	3.4625035e-07	2.6048072e-10	0.00025324404	0.03263248	0.96711385
a17	2.0061195e-13	6.625731e-11	1.0157687e-08	8.444034e-07	1.1603662e-06	0.23881865	0.5465977	0.21458164
a11	1.6430443e-12	2.9020298e-11	2.2142697e-09	1.610226e-07	1.0206794e-09	0.005990164	0.42293996	0.5710698
a10	1.997861e-13	5.7711674e-12	7.102307e-10	5.537337e-08	1.5903779e-09	0.016474998	0.5453359	0.43818906
a31	1.3887437e-12	9.909176e-11	6.2979892e-09	2.1028957e-07	4.871172e-07	0.13376002	0.5748096	0.29142967
a24	8.8368955e-14	1.3284257e-10	1.352532e-07	1.4317045e-06	3.7377313e-11	7.906284e-05	0.028617918	0.97130144
a46	1.82377e-12	1.5148776e-11	1.6839721e-09	5.8821293e-08	4.3921244e-10	0.005476673	0.20289978	0.7916234
a20	1.8459956e-13	1.0234175e-11	3.6609924e-09	5.381708e-08	7.8995005e-10	0.001326632	0.12612028	0.87255305
a31	1.6835501e-13	3.0873283e-13	5.6492038e-12	9.713316e-11	1.2390479e-11	0.00018117522	0.15950486	0.840314
a20	3.6106792e-14	1.0690593e-13	1.6213161e-11	1.0184104e-09	1.0611416e-11	4.2211057e-05	0.0244727	0.9754851
a31	2.0816753e-14	2.1409582e-13	1.0690432e-11	6.082419e-10	1.257948e-11	0.00060036854	0.1073759	0.89202374
</S>	1.4733676e-14	2.671444e-13	9.037888e-11	1.3986312e-09	1.2668308e-12	2.0956715e-05	0.017634245	0.98234487
