 	non	ho	cosa	a	fare	</S>
a8	3.155649e-05	2.6285841e-05	0.0012492546	0.7585467	0.056538865	0.18360735
a31	0.024997745	0.18936285	0.05962509	0.058924284	0.23246248	0.43462753
a37	0.00030251622	0.00042757826	0.005624907	0.41584262	0.2673058	0.3104965
a11	4.5284557e-07	6.134191e-07	0.00028943585	0.24281073	0.12557669	0.6313221
a13	1.5471832e-08	3.4387817e-08	2.0408967e-05	0.073562086	0.043918367	0.88249904
a20	2.785412e-10	9.298131e-10	1.4801595e-06	0.013754626	0.012394466	0.97384936
a31	1.2791429e-10	4.3285122e-11	5.689969e-08	0.0027837893	0.0050715697	0.9921445
a8	2.9145925e-10	2.1751954e-09	1.6854076e-06	0.06220853	0.06337837	0.8744114
a31	4.636861e-10	4.7745974e-10	6.813746e-07	0.116128854	0.17852356	0.70534694
a46	1.5599841e-12	1.8880347e-12	1.8325544e-09	0.002704572	0.07439679	0.92289865
a8	1.1432441e-11	1.7291123e-11	1.1232396e-08	0.002394584	0.034664214	0.96294117
</S>	3.6665874e-12	1.12704065e-11	5.8980496e-09	0.00027927736	0.0038770884	0.9958436
