 	non	avete	mangiato	mai	un	rustico	</S>
a23	6.378546e-05	0.0026028426	0.02447527	0.08545112	0.12106098	0.7456118	0.020734303
a31	0.0014826268	0.001867022	0.057305027	0.2893913	0.37920603	0.0953487	0.17539929
a29	0.000115341456	0.0010378949	0.04109753	0.9165775	0.02625877	0.000513968	0.014399037
a24	4.387219e-07	6.615375e-05	0.02617943	0.6914182	0.098687716	0.02221919	0.1614289
a18	1.4069043e-09	6.8685864e-07	5.9130165e-05	0.09625774	0.22544584	0.07343647	0.6048001
a31	4.758821e-11	8.322807e-08	5.8643855e-07	0.012541893	0.40768594	0.12685394	0.45291755
a13	1.2561425e-09	1.8437198e-05	5.0469698e-05	0.08082992	0.8246873	0.082495704	0.011918128
a11	3.096934e-10	1.8703035e-07	7.4380566e-08	0.0039751763	0.7444583	0.1501904	0.101375744
a8	1.8413025e-12	6.166553e-10	6.677306e-10	1.6806227e-05	0.06793057	0.1485841	0.78346854
a31	3.9906614e-13	7.4285506e-10	7.452055e-09	0.0007653925	0.23068048	0.19193226	0.5766219
a24	7.7230686e-13	3.0684468e-09	1.4096454e-08	0.0012201542	0.29134777	0.31003246	0.39739957
a31	6.076801e-14	5.9941684e-11	4.5022766e-12	6.557838e-08	0.0031268054	0.042375106	0.95449805
a39	4.0024712e-14	2.7380312e-10	4.5334747e-10	9.241245e-06	0.010877924	0.60371685	0.38539606
a20	1.7031307e-12	5.2123456e-10	1.722929e-10	2.2053957e-05	0.07761795	0.58652216	0.33583775
a31	1.00629025e-13	4.4014133e-12	1.9381489e-12	5.3751364e-07	0.018435704	0.76955724	0.21200651
a20	7.6774796e-16	4.6970067e-13	8.6671593e-13	2.594382e-07	0.00064219814	0.021415213	0.9779423
a31	1.9202621e-14	8.7852566e-13	1.8380193e-13	1.6603769e-08	0.00284134	0.8201424	0.17701624
a46	1.9598982e-16	1.1665308e-13	1.5820141e-13	5.6426273e-08	0.00019434269	0.0150654875	0.9847401
a31	1.6548515e-14	1.0773743e-11	5.047809e-12	7.226442e-06	0.008102337	0.7240823	0.26780805
a23	3.2917683e-16	3.313234e-13	1.8446448e-13	8.544521e-08	0.00014366132	0.02870585	0.9711504
a31	2.5257748e-14	2.4814036e-11	1.1825471e-11	1.4933896e-05	0.008980352	0.70395124	0.28705353
a46	1.7793334e-16	1.3488563e-13	5.921368e-14	2.6594448e-08	8.362779e-05	0.02895243	0.97096395
a8	7.243279e-15	4.5073706e-12	1.418594e-12	2.1420378e-06	0.0041749817	0.5961611	0.39966178
a31	7.216302e-15	2.4576727e-12	6.687758e-13	1.0275567e-06	0.0057861237	0.67738897	0.31682387
a38	1.9899725e-16	6.384872e-14	2.4100058e-14	3.4522966e-08	0.000353454	0.10008415	0.89956236
a20	8.765072e-15	4.1439044e-12	1.4685498e-12	1.9336762e-06	0.0060826745	0.64399207	0.34992328
a31	1.2372084e-14	2.300082e-13	2.3385221e-14	4.7411113e-11	1.3873833e-05	0.41203526	0.5879509
a20	5.6117614e-17	4.3403434e-15	2.7945008e-15	2.1277637e-09	9.090411e-05	0.057365242	0.9425438
a31	9.814016e-15	1.4058633e-13	1.2630996e-14	4.440126e-11	1.806856e-05	0.44031733	0.55966455
</S>	3.692527e-17	2.8924356e-15	2.2120467e-15	1.1201036e-09	5.1461127e-05	0.03826574	0.9616828
