 	tu	le	hai	cucinati	le	verdure	</S>
a46	7.614195e-07	2.200519e-06	0.00014431536	5.2381183e-05	0.22343728	0.6725916	0.10377142
a8	0.021191565	0.045887116	0.014010524	0.008201159	0.3199587	0.25716722	0.33358368
a20	0.00022728424	0.004331576	0.001473082	0.0013863833	0.24471004	0.10608069	0.6417909
a8	2.3946206e-05	0.0005890412	0.0009601937	0.0003481487	0.49338874	0.08735792	0.41733205
a31	1.7434942e-06	2.1661384e-05	0.0017529224	0.00030641592	0.69025266	0.04312773	0.26453692
a37	3.9049925e-07	6.6521097e-06	0.007167814	0.0003254066	0.72163683	0.040134285	0.23072863
a10	7.802944e-11	3.4551067e-11	4.4991088e-05	4.4286426e-05	0.39152268	0.085856706	0.52253133
a31	1.822452e-10	8.375551e-12	1.4882637e-06	7.556251e-05	0.59735435	0.15374382	0.2488248
a21	2.6595871e-11	1.3967951e-09	0.00029875909	0.0024173458	0.5399497	0.29294497	0.16438924
a31	3.772237e-11	1.7464936e-12	2.4238682e-09	1.1299492e-05	0.35540625	0.5507025	0.093879946
a10	1.978599e-13	1.7565706e-12	1.3418884e-07	0.00065194984	0.13614228	0.4056142	0.4575914
a17	5.5638666e-12	4.835315e-13	2.6223887e-10	1.9562312e-06	0.29309505	0.62891084	0.077992186
a20	1.5509177e-12	1.0678251e-13	7.576345e-11	2.1682233e-06	0.06972391	0.37519097	0.555083
a31	7.5198354e-13	1.8226443e-14	2.5245062e-12	6.415838e-08	0.048106108	0.59485346	0.3570404
a39	4.2403397e-15	2.2298187e-15	2.6249296e-11	2.3481155e-06	0.0023983007	0.032816373	0.964783
a31	6.507943e-14	2.3617765e-15	2.8668645e-13	4.2658985e-06	0.03316094	0.8265164	0.14031848
a8	6.243688e-16	5.8202233e-16	2.1440996e-12	5.671798e-07	0.0005992828	0.024863508	0.97453666
a39	1.2473677e-14	5.5719377e-15	9.638889e-12	8.255351e-06	0.0075959554	0.2695382	0.7228576
a8	7.254921e-14	1.1719222e-15	2.5378191e-14	1.8943068e-07	0.0056649027	0.4772786	0.51705635
</S>	1.4765023e-15	5.7652826e-16	2.0233369e-13	7.692429e-07	0.0018575938	0.08915753	0.9089841
