 	Marisa	e	Nico	ee	non	hanno	mangiato	mai	</S>
a31	2.8978031e-06	1.0264324e-06	1.4204376e-06	6.9344383e-06	0.0006412219	0.0020016534	0.6282648	0.24016425	0.12891589
a24	4.0543324e-07	1.0098112e-06	1.00608965e-07	8.0349054e-08	0.012679679	4.9258877e-05	0.5339052	0.4378423	0.015521851
a18	1.0289019e-06	1.1127693e-06	1.1715635e-07	1.3582147e-07	0.03462485	3.4234608e-06	0.49916092	0.42492798	0.041280434
a31	1.076169e-05	2.1798418e-05	1.0444423e-05	9.5306195e-06	0.22555353	3.3850807e-05	0.4413526	0.23029354	0.10271395
a37	0.000101491794	1.9664099e-06	1.2433238e-05	2.7481728e-05	0.0010395753	1.0999996e-05	0.54606855	0.3614157	0.091321796
a21	4.8851275e-06	1.1547161e-06	2.5153868e-06	4.053943e-06	0.017661894	1.6030215e-05	0.6705758	0.24520947	0.06652423
a31	7.8849416e-07	2.7255817e-07	7.294111e-07	1.096627e-06	0.01322945	5.103842e-05	0.6816721	0.14667405	0.15837048
a37	3.597699e-06	3.5599548e-06	1.9059244e-06	1.4372953e-05	0.00016149585	1.2208745e-05	0.29702616	0.5611296	0.14164707
a19	1.4323186e-08	5.459037e-09	4.2155053e-09	3.8350432e-08	0.00083659193	2.2254899e-06	0.13534468	0.49278244	0.37103397
a37	3.0744098e-11	2.5010215e-12	9.426684e-12	3.6338982e-10	1.4022472e-05	3.4136015e-06	0.29218113	0.4609875	0.24681398
a31	3.824243e-12	1.7174359e-13	5.9511613e-13	2.358405e-11	1.9693987e-06	1.2236714e-07	0.022620296	0.4107816	0.56659603
a39	8.8415023e-13	4.134475e-11	1.4404686e-11	5.302955e-10	5.514193e-07	2.9241058e-09	5.3193282e-05	0.0056926743	0.9942536
a35	2.0875367e-13	1.979359e-14	3.117011e-14	7.240612e-13	1.1590418e-07	1.1339317e-08	0.0035115483	0.34315255	0.6533358
a20	2.3612974e-12	2.991394e-12	1.6884735e-12	8.085585e-11	3.7391367e-06	2.8009886e-08	0.0012768294	0.11956857	0.8791508
a31	5.800128e-13	1.3018609e-13	5.5634225e-14	2.9359945e-13	4.1711752e-07	2.0161372e-07	0.014089095	0.25101662	0.7348937
a33	3.9159834e-14	2.6136737e-13	2.1468474e-13	2.2096337e-12	5.6417015e-08	5.1971826e-11	1.8208901e-06	0.0013557224	0.9986424
a23	2.7650175e-13	4.9789474e-12	1.0114033e-12	3.4763713e-11	7.651928e-06	5.1211682e-08	0.0011121341	0.025279794	0.9736004
a31	9.0596916e-14	2.8903998e-13	1.3106488e-13	2.9353586e-12	1.464389e-06	2.0100968e-08	0.00064580276	0.016670378	0.98268235
a37	3.0565892e-14	2.2954105e-13	1.1670043e-13	1.2703529e-12	3.6534007e-07	5.6935057e-10	3.1946343e-05	0.0038387438	0.9961289
a31	1.1453262e-13	6.2587996e-14	1.9562704e-14	8.12381e-14	1.4215461e-08	1.7649288e-09	0.0065356065	0.17216939	0.82129496
a3	6.71508e-15	3.521505e-14	3.133197e-14	1.156105e-13	1.4741675e-08	8.16176e-12	9.0819447e-07	0.00065340044	0.9993457
a11	3.5979266e-14	2.9646414e-14	9.2990614e-15	4.343588e-14	1.0730865e-08	1.1176604e-09	0.001484633	0.1014252	0.8970902
a31	2.6413044e-14	2.6058162e-14	7.852904e-15	2.6457313e-14	5.3567817e-10	1.6362514e-11	0.00010854625	0.023290401	0.9766011
a37	8.458608e-15	3.2245934e-14	3.344022e-14	1.05828805e-13	6.5746493e-09	6.900566e-12	6.702936e-07	0.0005643177	0.999435
a11	1.830013e-14	2.202379e-14	5.7204933e-15	1.9297628e-14	1.0914912e-09	3.1171565e-11	0.00027687752	0.046653114	0.95307004
a39	4.3616905e-14	5.3129047e-14	1.4321052e-14	4.504998e-14	4.0060413e-10	9.316519e-12	6.9283415e-05	0.016913915	0.9830168
a20	1.0775702e-14	2.1890841e-14	5.6879347e-15	1.5727194e-14	4.3415568e-10	6.4728062e-12	1.9974592e-05	0.0058286563	0.9941513
a44	1.0296593e-14	3.432299e-14	8.493526e-15	1.3174064e-14	3.646639e-10	1.3328309e-11	0.00012273436	0.013012692	0.9868645
a31	8.942617e-15	1.6605061e-14	9.6640005e-15	2.3554231e-14	4.8985225e-08	5.012557e-11	3.603465e-05	0.004160815	0.99580306
</S>	4.4266626e-14	2.7870464e-14	2.6171792e-14	1.1732717e-13	2.070323e-07	1.754085e-09	0.0006561412	0.018250113	0.9810936
