 	lo	ho	finito	di	fare	</S>
a8	6.7202884e-05	0.000118391	0.06851904	0.5773561	0.062384408	0.29155478
a31	0.0055171647	0.063885376	0.18458901	0.04634296	0.31010148	0.38956398
a20	7.1993956e-05	0.00040595882	0.057472344	0.10412363	0.29430568	0.5436204
a24	3.8380816e-07	3.7240732e-06	0.11165474	0.29529065	0.22049232	0.37255818
a18	9.193666e-10	8.481957e-09	0.0014472625	0.09963492	0.15428638	0.7446314
a31	4.432299e-11	5.6744737e-10	4.7595055e-05	0.037025705	0.11778986	0.84513676
a20	8.475559e-08	6.119443e-07	0.0005118229	0.22999868	0.18377653	0.5857123
a10	3.6290402e-09	7.3505624e-09	6.381458e-05	0.044748764	0.06652539	0.88866204
a20	1.4724383e-09	1.5595714e-09	4.3151367e-06	0.0070608435	0.034032356	0.9589024
a7	1.2598768e-10	1.07314185e-10	1.2723311e-07	0.00035108588	0.008305718	0.991343
a31	7.999825e-12	5.429393e-12	1.0507086e-08	5.0833285e-05	0.0038554533	0.9960937
a20	2.854492e-14	7.9177116e-14	5.4566454e-09	4.6143487e-05	0.010717393	0.9892364
a18	2.8993745e-13	5.3180984e-13	2.9586642e-09	7.345301e-05	0.006266585	0.99366003
a24	2.4712513e-14	8.3513545e-14	1.058202e-09	1.9836541e-05	0.0026126418	0.99736756
a46	1.8900639e-14	2.4108809e-14	6.7891734e-11	3.2306124e-07	5.107544e-05	0.9999486
a31	6.527607e-14	9.309756e-14	3.467375e-10	8.058539e-06	0.0006664949	0.9993255
a33	1.4110834e-14	3.15925e-14	2.87066e-10	6.557535e-06	0.0010869225	0.9989065
a8	2.6052226e-13	1.2880446e-12	5.484113e-09	7.303889e-05	0.006448285	0.99347866
</S>	6.587222e-14	1.8568502e-13	5.6529187e-10	1.0413773e-05	0.0012520793	0.9987375
