 	Marika	è	che	si	sposa	domani	</S>
a27	5.374125e-07	0.0023854943	0.058227118	0.02108771	0.015435107	0.37588662	0.5269774
a37	5.850991e-09	0.0011183856	0.046525445	0.041640777	0.891095	0.019301536	0.00031884306
a31	4.5067408e-13	1.6093976e-05	0.015979854	0.11259617	0.66233265	0.2068077	0.0022675765
a11	1.4242113e-11	4.8451416e-06	0.011709688	0.14725375	0.8203663	0.02056067	0.00010476685
a31	1.6190779e-13	9.418861e-06	0.07303715	0.26216155	0.59797317	0.06460688	0.002211852
a37	1.2345888e-10	1.0260454e-06	0.0035850864	0.18641038	0.7953028	0.014687089	1.3649094e-05
a31	1.0385085e-14	1.9265041e-11	4.86462e-06	0.006922389	0.97505593	0.017988237	2.8507511e-05
a6	1.0236267e-11	9.4835584e-11	3.6655283e-07	0.0006371052	0.09492379	0.90387636	0.00056233373
a20	8.514366e-16	1.0409014e-13	6.966085e-10	4.386112e-06	0.008218705	0.9880342	0.0037427016
a31	5.1377477e-16	1.09308626e-13	3.5133335e-10	1.039478e-06	0.00097634835	0.9790394	0.019983288
a20	2.075832e-15	4.9611397e-14	2.3514454e-11	2.2925134e-08	2.7726232e-05	0.93849975	0.06147255
a31	9.3259345e-18	6.562275e-15	2.7068769e-11	1.403217e-07	0.00011831762	0.9337264	0.06615524
a0	1.7012879e-16	8.996754e-15	4.162061e-12	2.347743e-09	2.098522e-06	0.73281294	0.26718497
a20	9.257461e-19	1.727012e-15	6.1383544e-11	2.0664785e-07	0.000106636224	0.91843814	0.081455015
a31	2.1017195e-18	1.1115128e-15	1.1841792e-11	6.766401e-08	2.912927e-05	0.8111275	0.1888433
</S>	2.8192083e-18	2.0500215e-15	3.2388037e-11	1.304349e-07	2.7683893e-05	0.67851853	0.32145366
