 	deve	che	entra	da	qui	</S>
a31	2.2983081e-06	9.3321694e-05	0.9745238	7.4925574e-06	0.022475852	0.00289735
a21	0.12400828	0.1572118	0.021416353	0.5184609	0.17370656	0.0051960233
a31	0.009265649	0.03336695	0.29669455	0.45616326	0.16090302	0.04360655
a20	0.022028523	0.0123065375	0.23399279	0.412421	0.2965381	0.022713063
a11	4.7980546e-05	0.0075218584	0.55707324	0.36971274	0.060304344	0.0053398935
a31	7.385469e-07	0.0008218623	0.9511145	0.02695248	0.017995648	0.003114769
a37	4.2921587e-07	0.000174322	0.95036376	0.00012115871	0.048483673	0.00085667917
a31	4.801852e-10	1.0096346e-05	0.927296	0.000552833	0.07148713	0.00065394014
a8	2.414917e-10	2.014042e-06	0.9854395	3.2892115e-06	0.014203664	0.00035157974
a31	1.0810001e-12	3.5817106e-07	0.6204172	8.231546e-05	0.37824872	0.0012514157
a46	1.2778136e-14	9.694441e-09	0.8400858	3.0087292e-06	0.13076356	0.02914765
a31	1.1226066e-14	1.8278907e-09	0.058693178	0.00010282451	0.90579087	0.035413075
</S>	8.856003e-16	3.4324754e-10	0.19601811	3.4633651e-06	0.36529183	0.43868664
