 	sta	e	dorme	nel	letto	</S>
a33	1.3238196e-07	1.2085958e-06	0.0057798475	0.02255522	0.8938721	0.07779153
a31	0.0073426776	2.0356712e-05	0.07634518	0.3906501	0.48320162	0.042440046
a37	4.747536e-06	2.071619e-08	0.50926566	0.44869924	0.041047044	0.0009832523
a31	1.0044937e-09	1.8651217e-10	0.35956004	0.6015158	0.036652952	0.0022711502
a13	1.785596e-07	7.9712684e-08	0.019169161	0.62457734	0.35288846	0.0033648235
a20	7.007411e-12	9.24131e-10	0.0018942131	0.36498582	0.6324066	0.00071335596
a24	3.1210577e-12	3.5881625e-10	0.0010653841	0.43016508	0.5674847	0.0012848438
a28	2.6560187e-14	1.8030174e-13	1.77631e-06	0.07295421	0.9253713	0.0016728054
a31	6.4313165e-14	2.1970573e-14	2.4382214e-08	0.02066932	0.97664624	0.0026844481
a35	1.8052356e-14	1.0624513e-12	1.8795316e-07	0.013794866	0.9784274	0.0077775563
a18	1.257881e-14	3.4810907e-15	5.2094316e-09	0.010560379	0.9875401	0.0018994593
a31	1.1476747e-15	3.0300926e-16	1.8937723e-09	0.0021625892	0.98880285	0.009034503
a13	4.9293606e-16	1.4798408e-14	6.9755237e-09	0.0020153134	0.7684356	0.2295491
a39	7.686686e-16	4.007883e-17	2.429763e-10	0.00093215844	0.98875743	0.010310484
a31	9.254165e-16	6.588444e-17	1.604703e-10	0.00043241584	0.94904053	0.05052709
a21	6.469887e-17	2.0687139e-16	5.7670496e-10	0.00033930136	0.22193553	0.7777252
a31	1.9393245e-15	7.2601695e-17	5.8194696e-11	0.0003149353	0.89281905	0.10686608
</S>	3.546654e-17	6.3467113e-17	1.3862744e-10	0.00012831367	0.11841509	0.88145655
