 	non	sono	ancora	vestita	</S>
a31	3.7370128e-07	0.00038150809	0.6446182	0.3212596	0.03374023
a23	0.0068120817	0.01247668	0.27048698	0.44473106	0.26549318
a31	8.0312134e-08	0.0007931156	0.49908507	0.1594935	0.3406283
a7	4.272144e-05	0.029439062	0.82537067	0.105025135	0.040122464
a31	9.92638e-07	0.0016681787	0.9003189	0.07548885	0.022523068
a13	6.333972e-06	0.0031284844	0.8938687	0.08781583	0.015180717
a31	4.4572737e-08	0.00032048102	0.8886471	0.09893658	0.012095815
a37	2.1370585e-09	1.8164053e-05	0.3752029	0.5543765	0.070402496
a18	5.2095485e-12	6.120264e-08	0.03051266	0.7272193	0.24226798
a31	2.574876e-13	2.2248363e-09	0.0036488136	0.7777153	0.21863584
a46	4.9379676e-16	2.6693526e-12	9.096835e-06	0.0101659605	0.98982495
a8	7.526029e-15	3.4261056e-11	6.7012385e-05	0.069869414	0.9300636
</S>	1.4776007e-14	2.1574372e-11	2.0913056e-05	0.021327652	0.97865146
