 	sul	muro	vuole	uno	specchio	</S>
a31	2.7142825e-05	0.0003067021	0.014425212	0.21081887	0.7124377	0.061984356
a39	0.53963906	0.09580326	0.031419463	0.17561512	0.04480163	0.112721436
a35	2.7375178e-05	0.00686265	0.062329795	0.05731529	0.024408553	0.84905636
a31	8.591176e-08	0.0001536528	0.003932377	0.021492919	0.03133471	0.94308627
a2	5.930209e-06	3.0033858e-05	0.00056979654	0.0034885434	0.014780772	0.9811249
a0	2.1215072e-08	3.940227e-07	9.695476e-07	9.0678346e-05	0.0048164283	0.99509144
a20	3.181554e-08	9.363815e-06	2.5168609e-05	0.0021272239	0.025707169	0.972131
a18	1.5758788e-09	8.399154e-07	1.1230852e-05	0.0014808059	0.016367495	0.98213965
a31	4.4209986e-10	6.789886e-08	9.396114e-07	0.0001789483	0.014082981	0.9857371
a0	5.5740017e-09	1.3183399e-07	3.159586e-08	1.7061677e-05	0.031916127	0.96806663
a31	1.3099937e-09	8.0156624e-08	2.365339e-06	0.0004344343	0.0857003	0.9138628
a46	3.4858394e-10	3.8642414e-09	1.9447757e-09	9.4299384e-07	0.00266431	0.9973347
a33	5.851418e-10	3.6377184e-08	4.0555008e-07	0.00018721443	0.048749175	0.95106316
a8	7.163495e-10	3.25052e-08	1.7087498e-06	0.00066534977	0.04774591	0.951587
a31	2.4908575e-10	2.610159e-09	2.707412e-07	7.0139184e-05	0.0096399	0.9902896
</S>	6.0112665e-11	1.9696242e-10	5.9180993e-09	1.505918e-06	0.0009869005	0.9990115
