 	forse	sono	usciti	</S>
a23	5.8119088e-08	0.00229136	0.9943423	0.0033662617
a31	1.6867278e-05	0.27238536	0.5909422	0.13665552
a23	2.1843522e-07	0.0018417024	0.99347574	0.004682321
a31	3.6256836e-08	0.00044155528	0.99816966	0.0013887881
a10	1.1406051e-06	0.0113606965	0.9876616	0.0009764757
a37	3.8437274e-06	0.0692787	0.9305168	0.00020061627
a31	6.801406e-07	0.013088442	0.98662114	0.00028983198
a37	5.945891e-10	0.0005687459	0.9987154	0.00071593793
a31	2.9705989e-09	8.9886395e-05	0.9975903	0.0023198328
a39	6.3403297e-12	1.9866459e-06	0.9987245	0.0012733937
a31	4.602188e-13	1.2584276e-07	0.99423885	0.0057610543
</S>	5.941492e-15	2.9735936e-09	0.9969156	0.003084362
