 	oggi	abbiamo	deciso	di	andare	al	mare	alla	spiaggia	sono	andati	tutti	solamente	mio	fratello	non	</S>
a23	3.0574296e-09	3.3771415e-05	9.4178526e-05	0.0030726094	0.030741395	0.017912675	0.8695235	0.012759634	0.007534653	0.009876548	0.014520522	0.00029098248	0.00032296238	0.0063273236	0.0077067805	0.016619707	0.0026627532
a31	6.630646e-08	9.3481026e-07	6.1108913e-06	0.00026769127	0.007762506	0.022994535	0.002348472	0.0022804548	0.021970738	0.086862646	0.3632036	0.4619917	0.00040610007	0.008003336	0.009833618	0.0063860244	0.005681514
a20	2.1536707e-07	1.1942031e-08	6.729405e-08	7.3293686e-06	0.00084151205	0.0036447067	0.00047347604	0.0005529349	0.0056168684	0.0051057325	0.15581492	0.6460726	0.00037019132	0.037272386	0.13170941	0.011403636	0.0011138956
a31	6.863452e-10	3.889436e-08	2.1625202e-07	6.068427e-05	0.001175478	0.0031634034	0.0001512743	0.00060493563	0.004526876	0.012688718	0.12808588	0.68270046	0.00087834935	0.05199822	0.10139292	0.010226233	0.0023463308
a28	2.0194891e-11	1.6082167e-08	3.1787162e-10	1.6175253e-08	9.173301e-07	2.8891086e-06	1.9137005e-06	2.3257585e-06	3.5624596e-06	1.5589505e-05	0.00029383498	0.0022422045	0.00070074544	0.08684653	0.84732693	0.062117252	0.0004452854
a37	8.9659514e-13	1.004116e-08	3.625e-08	5.6418357e-06	0.0001244861	0.00020230732	7.4564945e-05	4.576187e-05	5.0476938e-05	9.4103896e-05	0.00035503908	0.0009080085	0.015037638	0.27935296	0.6548494	0.048110716	0.00078878686
a16	1.0293947e-12	4.6915916e-10	8.231429e-09	7.189635e-06	0.00024055546	0.0004706668	0.00015861262	0.00020100674	0.00030046012	0.0002520556	0.0010472238	0.0018441081	0.006076548	0.31657487	0.6221735	0.04852322	0.0021299038
a21	4.613299e-13	1.4120789e-10	1.0330193e-08	8.006545e-06	0.0002446933	0.0005643559	0.00018282534	0.00033350728	0.000549158	0.0004467526	0.0014634036	0.0025707695	0.008917694	0.3697209	0.53948534	0.06989499	0.005617541
a31	6.109357e-13	2.4920874e-11	1.8836174e-08	1.5141261e-05	0.00048560445	0.0013913272	0.0005271845	0.0015311863	0.0032528958	0.0021059376	0.0044650543	0.0026912356	0.0025596134	0.22910763	0.52414036	0.1748526	0.05287431
a37	1.2072634e-11	2.1391615e-07	7.517239e-06	0.00014112532	0.0039611785	0.0071739685	0.007273306	0.00685615	0.0028007687	0.0017429444	0.008664862	0.00086690066	0.00029810288	0.053198602	0.4101488	0.47699827	0.019867295
a21	6.7410318e-12	4.302509e-12	4.3232557e-08	7.148004e-05	0.005730764	0.022726735	0.0062007485	0.021075673	0.03014644	0.01442802	0.059704456	0.010882271	0.00034081325	0.11565005	0.42131788	0.2578828	0.033841945
a27	4.971576e-12	1.0768021e-12	1.5372377e-08	3.835486e-05	0.0034595593	0.013639965	0.0024577542	0.01528729	0.04131807	0.011131574	0.042802047	0.010582763	0.00027482392	0.1221988	0.35654005	0.20598212	0.17428677
