 	non	ho	cosa	a	fare	</S>
a8	3.155649e-05	2.6285841e-05	0.0012492546	0.7585467	0.056538865	0.18360735
a31	0.024997745	0.18936285	0.05962509	0.058924284	0.23246248	0.43462753
a37	0.00030251622	0.00042757826	0.005624907	0.41584262	0.2673058	0.3104965
a10	4.5284557e-07	6.134191e-07	0.00028943585	0.24281073	0.12557669	0.6313221
a37	1.0826188e-08	4.0185135e-08	4.866501e-05	0.11259781	0.060950384	0.8264031
a10	1.1580686e-09	1.8034525e-09	3.607277e-06	0.03306085	0.02345065	0.9434849
a0	7.1219604e-09	1.0470246e-09	8.3020655e-07	0.036393274	0.037668567	0.92593735
a20	1.184048e-10	1.5077618e-11	9.499704e-09	0.0007657639	0.0060196198	0.9932146
a17	5.5445337e-10	7.5574005e-11	6.849005e-09	6.001275e-05	0.00096239825	0.99897766
a20	6.4486654e-13	2.7242992e-13	2.9312816e-10	0.00012805627	0.0035125052	0.9963594
a8	5.571888e-12	1.5365348e-12	8.090324e-11	8.22936e-07	7.64251e-05	0.99992275
</S>	2.3229455e-14	2.1360136e-14	8.493604e-12	5.727989e-07	6.508079e-05	0.9999343
