 	se	vieni	alle	sette	sto	ancora	cucinando	</S>
a8	1.7851896e-08	3.083336e-05	5.2608462e-05	0.0015412144	0.99277437	0.00048325365	8.586945e-05	0.00503185
a31	9.150524e-06	6.87141e-08	0.014574042	0.70337147	0.18538396	0.059933517	0.027094366	0.009633459
a8	2.2088727e-08	3.8643654e-11	0.00015630039	0.7186717	0.27654436	0.0043656053	0.00012495008	0.00013709399
a31	4.5137097e-10	2.708108e-12	0.0020514578	0.91767824	0.079827905	0.00013507983	5.5682292e-05	0.00025164927
a46	7.716201e-09	2.8007835e-07	0.00029553173	0.5990137	0.30541846	0.05370579	0.015462724	0.026103448
a31	1.1657244e-12	5.457806e-10	0.0009313288	0.6039586	0.24275619	0.13272627	0.008632665	0.010994944
a20	1.3646488e-10	4.4398643e-08	6.941355e-05	0.013756822	0.4108564	0.5655594	0.0049031605	0.004854821
a31	1.2345628e-14	2.0930474e-11	2.5256547e-06	0.011366097	0.57077163	0.41400135	0.001858655	0.0019997275
a13	2.5198036e-11	2.142635e-09	4.6356192e-05	0.003239542	0.7426919	0.25037092	0.0012115326	0.0024397313
a17	7.620103e-15	2.4006175e-12	1.1843539e-06	0.004622476	0.5782125	0.41535836	0.00082238775	0.0009831204
a8	1.9077486e-15	1.9168848e-12	7.008201e-07	0.0060049496	0.70594317	0.2866074	0.00033042597	0.0011133912
a31	1.1415449e-15	1.1009727e-12	4.5534657e-07	0.0019529251	0.8402147	0.1494349	0.0005271296	0.007869951
a8	1.2304288e-14	5.728365e-13	9.623052e-07	0.00033396875	0.92190325	0.06721122	0.00039098764	0.010159638
a20	6.659404e-16	1.1717578e-14	1.2670033e-07	0.00057531014	0.8890792	0.10545827	0.00029576762	0.0045912974
a31	2.8679545e-15	3.6283952e-15	1.0143741e-07	5.4281165e-05	0.13956489	0.80077684	0.00042074663	0.05918312
a28	1.126446e-15	9.633208e-15	1.3947947e-07	8.305115e-05	0.91128826	0.014407506	0.00015316684	0.07406794
a31	5.0929186e-15	3.9098376e-16	1.5054584e-07	4.1439474e-05	0.40605223	0.47818154	0.00030540713	0.11541924
a38	5.2471457e-16	5.9826985e-16	4.6141217e-08	2.5330863e-05	0.7445418	0.0027631917	7.222198e-05	0.25259742
a31	5.4386207e-16	2.7751383e-16	5.99154e-08	9.385109e-05	0.84154713	0.009230184	0.00024192064	0.14888692
a17	4.5362585e-16	3.875524e-17	1.8167556e-08	7.5382122e-06	0.376751	0.0004474151	3.0194802e-05	0.62276375
a3	6.6851737e-16	4.0245573e-17	2.3885653e-08	1.0426667e-05	0.36021632	0.104862146	0.00035058614	0.53456044
a10	9.367593e-16	5.617035e-17	3.6967498e-09	1.0044305e-06	0.051930852	0.11521113	0.00011498679	0.832742
a20	4.6624827e-15	1.0515838e-16	4.4790052e-10	1.9592544e-07	0.014186975	0.036466807	0.00010128632	0.9492448
a35	6.5289062e-15	1.9550001e-16	2.5123753e-10	7.151791e-08	0.010295128	0.013163538	7.5387594e-05	0.9764658
a37	1.6247597e-16	6.8646965e-17	3.326704e-11	2.2599592e-08	0.0026918454	0.0050593833	0.0002377891	0.992011
a23	4.3862686e-15	5.1893246e-16	6.601751e-10	2.1388125e-07	0.013443707	0.01597555	8.431542e-05	0.9704962
a20	2.3474367e-16	3.0493845e-16	5.3196093e-11	8.6529404e-08	0.009391533	0.0066458615	0.00036735425	0.98359513
a31	4.298147e-15	3.2631523e-16	1.6654949e-09	3.1204186e-07	0.00604286	0.006261671	5.3276734e-05	0.9876418
a0	1.9017668e-16	6.815735e-17	5.5756583e-11	2.4646681e-08	0.002586886	0.0018306135	0.00014612972	0.9954364
a31	1.3424635e-15	1.5410388e-16	7.706437e-10	1.472997e-07	0.0040933485	0.006407598	5.513169e-05	0.98944384
a13	8.401558e-17	1.6637123e-17	2.3924425e-11	1.0158929e-08	0.0015254456	0.00080763514	7.8554105e-05	0.9975884
a31	7.235233e-16	6.041042e-17	5.046131e-10	1.2114822e-07	0.0013259801	0.008117432	0.00012600624	0.9904304
a39	5.2763393e-17	1.3767567e-17	9.467187e-12	5.6115383e-09	0.0010156021	0.00073935295	9.8330536e-05	0.99814665
a17	5.5852204e-16	3.2868637e-17	2.11574e-10	5.8369736e-08	0.000855462	0.0045023975	9.269114e-05	0.99454945
</S>	7.124589e-17	1.0125653e-17	1.3826449e-11	9.2690655e-09	0.00037349347	0.003250064	0.00018131534	0.9961951
