 	non	ha	mangiato	mai	un	rustico	</S>
a31	4.5434528e-05	7.831131e-06	0.018899763	0.17101592	0.14396423	0.59557796	0.07048886
a24	0.00097048545	0.00079295406	0.17860101	0.31642303	0.4551677	0.02411316	0.02393166
a31	1.9729885e-08	4.582803e-09	0.006401919	0.8236274	0.15321791	0.0122225415	0.0045301495
a0	4.080834e-06	3.6738663e-06	0.03621363	0.6839892	0.23378746	0.04069235	0.0053095296
a31	3.3155663e-07	7.759191e-08	0.009474526	0.7202652	0.24551606	0.020836825	0.0039070277
a17	3.6163587e-05	2.5029449e-06	0.05179339	0.46601906	0.3530828	0.12126657	0.007799488
a13	4.3718856e-07	1.6008842e-08	0.0050531933	0.47424254	0.47006232	0.046096627	0.0045448393
a31	5.0533338e-09	3.4869045e-11	4.134702e-05	0.07475558	0.8329793	0.05926928	0.032954402
a20	3.996696e-11	2.651411e-12	4.3891902e-07	0.00059595605	0.06052432	0.7143164	0.22456284
a31	1.0914555e-11	2.9119875e-14	3.6041075e-09	8.077713e-05	0.24990566	0.62324864	0.12676494
a23	2.4136197e-14	3.5324853e-15	1.1613811e-10	1.2474331e-06	0.00095244293	0.07883167	0.92021465
a8	1.1978477e-13	5.126899e-15	6.773064e-10	3.7344056e-05	0.020251736	0.41192076	0.56779015
a20	1.1978804e-14	1.9836946e-15	2.7031223e-11	1.1663733e-05	0.011795968	0.6040172	0.38417512
a31	1.417767e-14	2.244499e-16	3.4987234e-13	7.432565e-10	2.460097e-05	0.6666823	0.33329308
</S>	2.54743e-16	2.221e-17	4.259374e-14	1.4823922e-09	9.731292e-06	0.008725501	0.99126476
