 	prima	di	andare	alla	scuola	</S>
a7	7.788593e-07	0.00038132974	0.00924474	0.7682183	0.21618825	0.005966636
a11	0.010555753	0.14295007	0.6711149	0.040971998	0.10571237	0.028694853
a43	2.1034255e-06	0.008009163	0.0917047	0.050300803	0.80665123	0.04333205
a20	3.1751806e-06	0.005427266	0.042026665	0.02277159	0.9157298	0.014041437
a31	3.3436327e-06	0.0020949647	0.020087404	0.017247498	0.95807844	0.0024883267
a20	3.7780933e-07	0.0001225192	0.0029827103	0.00490294	0.9910768	0.0009147025
a31	1.9399204e-08	1.28425245e-05	0.0028210666	0.016032519	0.980864	0.000269541
a20	1.3675798e-09	7.8225213e-07	0.00024777575	0.0043329876	0.99484986	0.0005685608
a31	7.736566e-12	4.6967207e-07	0.002707385	0.12788478	0.8690079	0.00039946157
a20	3.1751367e-13	2.9298603e-08	1.9381481e-05	0.0037040159	0.9956512	0.00062541646
a31	1.0772384e-13	1.1387226e-08	0.00015971539	0.10530179	0.8924447	0.0020937969
</S>	5.0900916e-15	7.778407e-10	1.2804109e-06	0.0006826716	0.9975533	0.0017628612
