 	ora	che	loro	non	vengono	più	</S>
a39	3.710711e-05	0.0026115712	0.4407092	0.38386083	0.022849029	0.0015030754	0.14842921
a20	0.0026476271	0.021480659	0.010461991	0.0074231243	0.11754485	0.28307095	0.55737084
a13	6.2033128e-06	0.00090645294	0.26845035	0.0387359	0.132789	0.031415887	0.5276962
a17	1.7551283e-08	2.671837e-06	0.02241698	0.0030170432	0.03208101	0.0037692261	0.938713
a39	8.9878285e-11	3.804262e-08	0.0002863628	0.0007062434	0.019047229	0.0044789314	0.9754812
a8	4.3461523e-13	1.5452354e-09	6.4130254e-05	0.0007803152	0.03196014	0.009016461	0.958179
a31	1.9229353e-12	1.3483421e-09	1.168657e-05	0.0004150615	0.019268295	0.0075966204	0.9727083
a15	1.6258997e-13	3.6832103e-11	6.5057094e-07	4.722283e-05	0.00452793	0.0012709968	0.9941532
a38	1.2019755e-15	9.56905e-12	2.0113987e-06	0.00017706641	0.011824788	0.008553982	0.9794422
a31	2.1088007e-14	3.682364e-11	1.938856e-06	9.373514e-05	0.0054648304	0.0018104756	0.99262905
a13	4.615718e-15	4.77393e-12	5.2930585e-07	2.6450167e-05	0.0028382465	0.0005632412	0.99657154
a20	3.4753037e-17	7.0037604e-14	7.957484e-08	6.083857e-05	0.005919479	0.004004762	0.9900149
a7	3.551746e-17	2.1983612e-14	1.9145306e-08	2.7955351e-05	0.005409548	0.001951265	0.9926112
a11	4.9315042e-17	2.0354984e-14	1.011148e-08	9.469259e-06	0.011207675	0.00069786195	0.988085
a24	1.5105755e-16	6.8115395e-14	2.2861695e-08	1.550432e-05	0.05441876	0.00022431469	0.9453414
a15	1.5355907e-16	4.9371087e-14	7.9294304e-09	5.352471e-06	0.04390768	0.0002238971	0.955863
a24	1.7902068e-16	5.147667e-14	9.8415406e-08	0.00023993131	0.35221726	0.00016592104	0.6473767
a31	2.0021314e-16	3.9210338e-14	2.0391364e-09	3.3688585e-07	0.045622673	4.0308772e-05	0.9543367
a0	1.9950016e-16	4.4392055e-14	2.5391464e-07	0.0006030838	0.5978647	0.00023236798	0.40129966
a18	1.086852e-14	1.6147676e-12	1.9691935e-08	2.6106058e-05	0.530585	0.00027847776	0.4691104
a31	4.167466e-16	8.365635e-14	3.8378722e-09	3.0235335e-05	0.6786149	0.00028901154	0.32106575
a38	6.1432706e-16	9.0692746e-14	2.4333552e-08	0.00024145503	0.7641488	0.0018241972	0.23378547
a31	3.906288e-15	1.986774e-12	1.0604424e-07	0.0005669972	0.7844276	0.010222506	0.20478272
a20	1.0656097e-15	5.188801e-13	5.1467254e-08	0.0002669431	0.67010045	0.0108716795	0.31876093
a31	4.7502333e-14	1.3418738e-12	6.691037e-10	8.3377836e-07	0.5246323	0.00045955446	0.47490734
a35	8.655493e-17	5.0403576e-15	1.958929e-10	4.007971e-06	0.42332575	0.0021996887	0.5744706
a31	4.16111e-15	6.93009e-13	2.995527e-09	2.776287e-05	0.6950465	0.006457573	0.29846817
a18	3.670248e-16	1.0932171e-13	4.1889003e-09	2.5083227e-05	0.3288408	0.012308436	0.6588257
a31	1.4866351e-14	9.079294e-13	8.4124563e-10	3.3128597e-06	0.6481668	0.0018864849	0.34994346
a46	2.3252767e-16	6.7136245e-14	2.7190314e-09	1.4333102e-05	0.2590007	0.010681318	0.73030365
a39	7.260055e-15	2.3287166e-12	2.8697846e-08	8.175533e-05	0.59521	0.014030659	0.39067757
a31	1.502486e-14	8.803168e-13	3.032542e-10	3.3349713e-07	0.45203117	0.0014682988	0.5465002
</S>	1.5508308e-16	1.983912e-14	3.5690367e-10	3.1810282e-06	0.2383643	0.006803032	0.7548295
