 	il	ladro	poteva	entrare	da	qui	</S>
a39	1.3704555e-09	2.0317138e-08	0.44543266	0.0013571332	0.0032171241	0.5374683	0.012524744
a46	0.00027220795	2.588557e-09	0.87970555	0.03643339	0.024501707	0.04016052	0.01892652
a31	1.6370272e-07	2.9143476e-11	0.987463	0.005953369	0.00085540634	0.004820468	0.000907631
a35	2.2112955e-08	6.0201746e-11	0.9960802	0.0005156652	0.00028324366	0.003024777	9.600994e-05
a31	5.3460503e-11	3.9446866e-13	0.98645	0.0061237104	0.00027991383	0.0069280006	0.00021836271
a20	2.0260152e-10	1.2813234e-10	0.7481861	0.0048968443	0.020196324	0.22580512	0.0009155831
a31	1.2335342e-13	1.6254222e-14	0.6898987	0.12962295	0.0040766336	0.17329411	0.003107564
a39	1.6847787e-11	1.844695e-10	0.11061429	0.0054675047	0.2668105	0.61563754	0.0014701557
a3	5.5979344e-15	9.050813e-12	0.00061766035	0.07083269	0.22087516	0.70518994	0.0024845349
a31	5.517027e-15	5.095956e-12	0.0005469187	0.10166263	0.12002405	0.77482927	0.0029372063
a7	1.3767602e-13	1.4870336e-11	0.031221263	0.0014688437	0.016046595	0.93219435	0.019068912
a10	5.1794388e-15	8.1998275e-13	0.000118812226	0.046932414	0.036653068	0.9055514	0.010744318
a31	7.0803717e-15	6.674466e-13	0.00013694074	0.06603845	0.036981355	0.8845878	0.012255451
a11	2.374309e-15	9.970152e-14	0.025544975	0.0005957183	0.0005141161	0.7532765	0.2200687
a18	3.2394506e-15	1.3429916e-14	0.00013081449	0.017394764	0.0021928216	0.95628387	0.02399768
a28	5.473229e-16	3.4336685e-15	3.7233727e-05	0.004434002	0.0017934509	0.93239236	0.061342925
a31	4.767812e-16	1.0170643e-15	1.2576253e-06	0.00110519	0.0012671888	0.8944185	0.10320788
a11	3.5066327e-17	7.143018e-17	0.00010542866	4.125855e-05	6.582483e-06	0.21572824	0.78411853
a13	2.9595763e-16	6.310975e-16	2.7555109e-06	0.0019520102	0.0008024794	0.9174152	0.07982748
a31	3.1566578e-16	2.8788111e-16	1.6434606e-06	0.0011103426	0.0005262609	0.82505167	0.17331006
a20	2.9720573e-17	8.945684e-18	7.728631e-05	6.202429e-05	1.6622475e-05	0.20183581	0.7980082
a31	3.5264147e-16	8.2213296e-17	6.437999e-07	0.0005537579	0.00022059308	0.62156916	0.37765586
a8	7.599149e-18	2.6397953e-18	1.3031444e-05	1.68977e-05	2.812558e-06	0.104185164	0.8957821
</S>	5.7985213e-16	1.9839795e-16	4.2108888e-05	0.0018891386	0.000576324	0.32421553	0.6732769
