 	non	aveva	dove	a	stare	</S>
a31	1.3385977e-06	4.811827e-06	0.1204109	0.69194007	0.0643499	0.12329299
a8	0.004807975	0.00015868626	0.14131775	0.50199467	0.12103842	0.23068248
a31	2.174222e-08	2.0733042e-08	0.38867828	0.50723404	0.012812507	0.09127505
a28	1.8917012e-06	1.8961047e-06	0.6618312	0.2966628	0.026276825	0.015225383
a37	1.2659001e-07	1.6235416e-06	0.23339042	0.66012466	0.035849653	0.070633605
a31	1.5805567e-08	2.4161702e-07	0.05238273	0.8186586	0.02148941	0.10746903
a18	2.4509486e-08	9.3847135e-09	0.024113433	0.9323075	0.018654792	0.02492434
a0	1.034264e-10	3.0978942e-10	0.002264407	0.9475396	0.010892351	0.039303675
a23	2.9317623e-12	3.1612419e-12	1.3036364e-05	0.05509221	0.06360002	0.8812947
a8	1.3132954e-13	2.0480059e-12	1.6539595e-06	0.007397467	0.05041592	0.9421849
a31	3.010641e-14	2.0364617e-13	1.6130802e-07	0.00072792365	0.016767025	0.9825049
a20	2.083024e-15	5.8482284e-15	4.9181184e-09	4.2599237e-05	0.0017917273	0.99816567
a31	2.8682217e-15	2.354032e-14	6.6010553e-09	5.2220443e-05	0.005008107	0.9949397
a20	2.7302053e-16	4.582326e-16	2.557037e-10	2.31041e-06	0.00026277933	0.99973494
a24	3.4568018e-15	1.1791758e-13	2.3851832e-09	4.36825e-05	0.001901074	0.9980552
a8	6.410361e-14	1.8103417e-13	2.6562863e-09	1.7871116e-06	0.0007406659	0.9992575
a31	6.856725e-16	2.535762e-16	6.8910926e-11	3.7264036e-07	5.0799776e-05	0.99994886
</S>	1.7654083e-16	2.836739e-17	7.0601424e-13	2.9237706e-08	3.792808e-05	0.9999621
