 	questa	canzone	ee	l	ha	scritta	un	poeta	</S>
a8	1.147693e-06	2.6650517e-07	1.0763584e-05	0.0007719578	0.00079063664	0.11190829	0.076749764	0.80849314	0.0012740238
a23	0.00016119602	0.00016702087	3.1197043e-05	0.01976462	0.016365347	0.25432864	0.22543842	0.3108221	0.17292145
a31	1.7188819e-05	2.4335934e-06	1.6856815e-08	0.070235275	0.0075667934	0.19383751	0.19954515	0.38218516	0.14661053
a28	1.4263086e-05	8.3154745e-08	1.723538e-08	0.0025844176	0.0004639254	0.14708102	0.4098153	0.39856714	0.041473802
a20	5.0123706e-08	1.541223e-08	7.3453693e-10	0.03531541	0.0042417813	0.2074098	0.20588003	0.48650077	0.06065216
a31	1.4925353e-11	2.8777711e-11	7.405996e-12	0.0050586513	0.0025684857	0.1858872	0.1705113	0.56927854	0.066695854
a8	1.3179419e-11	1.6998847e-09	2.924441e-10	2.125151e-06	0.00017549736	0.055040494	0.66986895	0.25645882	0.01845411
a31	4.1994345e-14	1.6260839e-12	9.0446525e-13	2.9526114e-05	0.005130681	0.13920176	0.44983327	0.23331547	0.17248933
a20	1.3136759e-13	1.1643958e-10	6.120346e-10	8.474935e-05	0.0018979108	0.16438386	0.5605925	0.22914249	0.043898456
a31	1.1410045e-12	2.6229982e-12	1.9973127e-14	1.2104599e-05	0.0013693762	0.28322074	0.39802715	0.2766345	0.04073615
a36	6.159029e-14	1.3111e-11	3.2345931e-10	0.00014342352	0.00034537044	0.15107837	0.34321657	0.44506535	0.06015093
a24	1.0183631e-13	1.6212837e-12	2.578122e-11	9.459591e-05	0.00042816662	0.13231736	0.37325865	0.38194773	0.11195351
a37	6.3439184e-13	1.4927651e-12	1.9046825e-15	5.628085e-06	0.00026142097	0.1621	0.25555995	0.32632172	0.25575134
a27	5.6499814e-13	7.5999954e-13	1.2663144e-15	1.2849634e-06	4.382864e-05	0.103557356	0.1473606	0.34903377	0.4000032
a8	3.4057072e-13	5.9510616e-13	1.0493477e-16	1.99227e-08	1.9439397e-06	0.038321733	0.09706873	0.45027182	0.4143358
a23	1.27964825e-14	2.5404761e-14	9.553442e-15	1.1373619e-06	6.681536e-06	0.013663346	0.06176837	0.3621485	0.56241196
a31	1.4489798e-14	2.646234e-14	3.7361162e-15	1.4002593e-06	8.464817e-06	0.019060323	0.07729451	0.45740917	0.44622606
a37	2.2431143e-14	8.360339e-14	1.2081858e-13	4.128396e-06	5.3811887e-06	0.009006835	0.0413193	0.35313615	0.59652823
a29	1.3903506e-13	1.3820204e-12	3.611914e-16	2.413287e-07	1.8378976e-05	0.053618025	0.056740906	0.65234375	0.23727877
a31	1.3053408e-14	2.4165831e-14	3.281717e-16	3.59808e-08	3.6544435e-07	0.00954252	0.029070094	0.47776073	0.48362622
a13	3.3385156e-15	1.0769175e-14	5.675801e-15	6.924999e-07	1.1774092e-06	0.0034175196	0.017752975	0.35142905	0.62739855
a31	6.1381225e-14	5.990723e-13	1.0544276e-15	4.802325e-07	2.9574443e-05	0.040899936	0.030074807	0.72989875	0.19909641
a8	1.1787548e-15	3.645782e-15	2.1714388e-15	2.5952392e-07	4.977742e-07	0.0016189355	0.008012131	0.26512462	0.72524357
a31	3.35057e-14	2.1841251e-13	1.003169e-13	2.944335e-06	2.7116015e-05	0.024681365	0.031990174	0.73317087	0.21012759
a21	1.772262e-15	8.579589e-15	4.711227e-15	2.784132e-07	1.0590422e-06	0.002803973	0.00717427	0.31652912	0.6734913
a31	7.931221e-14	5.6933717e-13	8.1139705e-16	2.6807066e-07	2.10888e-05	0.030624053	0.013290239	0.625895	0.33016938
a29	4.0338565e-16	1.3103117e-15	7.799346e-16	5.415542e-08	1.6412596e-07	0.0008981569	0.0026334755	0.14968918	0.8467789
a31	5.0861645e-14	2.5563297e-13	2.1058478e-15	1.1944458e-06	3.0319243e-05	0.02986755	0.016790913	0.71813685	0.23517321
a46	9.005395e-16	3.4048946e-15	1.6889947e-15	7.06494e-08	2.1318286e-07	0.0011461824	0.0023244817	0.13976163	0.8567674
a31	3.694434e-14	1.7902715e-13	2.7485406e-14	1.523985e-06	1.16908905e-05	0.021420991	0.021564059	0.64781916	0.30918264
a49	8.495067e-16	3.0560887e-15	1.2567258e-15	5.6416926e-08	1.8212441e-07	0.001154973	0.0017404757	0.12126974	0.8758346
a3	2.6472602e-15	4.4480837e-14	5.230649e-17	3.6941736e-10	1.1231181e-08	0.0036153968	0.0023387768	0.2194499	0.7745959
a18	7.8664915e-15	1.7402689e-13	4.165829e-16	7.584102e-11	5.60906e-09	0.007394777	0.015895152	0.4570763	0.51963377
a31	5.6409837e-16	2.313326e-15	9.860847e-16	2.802675e-09	6.831141e-08	0.011562206	0.029623985	0.70030385	0.25850996
a8	1.8302106e-16	1.1438195e-15	2.283442e-15	1.187448e-08	7.288278e-08	0.0031480754	0.008497089	0.3347214	0.6536334
</S>	6.9797925e-15	2.1485377e-14	8.36274e-15	1.3101368e-07	1.0498817e-06	0.015727576	0.022126239	0.65980536	0.30233958
