 	si	è	rotta	la	coppa	</S>
a31	0.00077219633	0.0009946412	0.15102968	0.7853739	0.033727456	0.028102107
a20	0.0012543325	0.0011756071	0.0077845897	0.015848795	0.006084127	0.96785253
a19	3.4302278e-07	4.899023e-07	0.00024162914	0.0033700787	0.0017076798	0.99467975
a18	2.4615625e-09	1.7442622e-08	0.00068509154	0.014115724	0.00065190037	0.9845473
a27	2.2395591e-07	4.7354415e-06	0.016280863	0.070393234	0.00091084384	0.9124101
a31	3.165464e-08	2.1116955e-07	0.0041685565	0.15616006	5.496342e-05	0.8396162
a39	1.2380822e-07	1.0022356e-05	0.23297058	0.76151794	0.00016719547	0.0053341687
a31	8.0976237e-10	6.0100067e-09	0.01914835	0.92344934	6.206915e-05	0.057340182
a46	1.3663694e-12	3.1603295e-10	0.0066414345	0.7375752	0.00019540227	0.25558794
a31	2.818708e-12	4.1223178e-11	0.00079977314	0.75621235	0.0007191104	0.24226874
a20	1.5885215e-14	1.328707e-12	2.5129202e-05	0.04759607	3.5564546e-05	0.9523433
</S>	9.067306e-13	3.8129955e-12	2.6155943e-05	0.0061001605	4.544725e-05	0.99382824
