 	se	vieni	a	casa	ogni	sabato	</S>
a23	4.302777e-08	4.752219e-06	0.16592066	0.14335507	0.014994351	0.068136126	0.607589
a31	2.3997365e-05	1.7768069e-09	0.0055260146	0.2544061	0.47843677	0.23179385	0.029813314
a11	2.8495148e-08	3.244636e-11	0.00050162297	0.056968026	0.9335946	0.0077709747	0.0011648455
a21	1.2723226e-11	4.5886965e-13	0.0060801273	0.49720716	0.48633876	0.0066234693	0.0037504293
a31	2.969482e-13	1.0128317e-12	0.002537932	0.4455702	0.51025534	0.022789044	0.018847574
a20	3.5702184e-11	3.539087e-10	0.0008046262	0.025443714	0.38824525	0.57716036	0.008346048
a31	1.2882739e-14	2.8982728e-11	1.3516626e-06	0.1046428	0.7911823	0.084775485	0.019398011
a10	8.533052e-12	4.7454335e-10	2.9645786e-05	0.004870845	0.08478351	0.8279339	0.08238209
a31	2.4361254e-14	1.6040828e-11	3.246528e-08	0.036645062	0.8130755	0.07108473	0.07919471
a21	5.6926686e-13	4.3716797e-12	1.6671559e-06	0.00066859357	0.010587825	0.39224046	0.5965014
a11	5.381598e-15	1.06302255e-13	2.8900473e-09	0.0066257147	0.19305557	0.43625066	0.36406803
a3	2.2194341e-16	4.4117864e-15	2.3013476e-10	0.00048542704	0.026303612	0.4905076	0.4827034
a33	2.3541108e-16	3.7647455e-15	2.0498993e-12	1.1212435e-06	0.00085370155	0.23117119	0.76797396
</S>	1.0292196e-16	7.440425e-15	8.217347e-11	1.2493251e-05	0.0006470112	0.089860834	0.90947974
