 	lo	posso	finire	di	fare	</S>
a20	2.124715e-06	0.0241852	0.019031126	0.00075815024	0.0034765047	0.9525469
a31	0.00012791425	0.22196582	0.6776445	0.033537213	0.033260662	0.03346389
a46	1.5753267e-05	0.7826697	0.20648642	0.0030331411	0.00419383	0.0036011406
a31	8.4937165e-07	0.28661966	0.19851747	0.027656907	0.20743492	0.2797702
a41	0.00030348607	0.34775224	0.54048437	0.0032712356	0.020030743	0.08815797
a18	4.1429594e-06	0.012996373	0.28051358	0.037171613	0.108872026	0.56044227
a7	2.6300367e-07	0.0020763145	0.06752358	0.16335857	0.16195357	0.6050877
a41	3.5116212e-09	0.0020048453	0.024662629	0.44641456	0.23965482	0.2872632
a31	7.4280306e-13	2.2583898e-05	0.0014603388	0.86181164	0.11849006	0.01821539
a0	3.8761444e-14	1.3035826e-05	0.0029002614	0.44107604	0.51530266	0.04070797
a31	3.541028e-13	1.8090685e-07	9.393464e-06	0.09860121	0.7909537	0.11043559
a39	3.8186736e-16	1.2211732e-09	5.028458e-07	0.0019832812	0.305295	0.69272125
a46	4.126068e-14	2.4020197e-09	5.0336542e-08	0.0010145683	0.59732795	0.4016574
</S>	3.8237905e-15	4.2659365e-10	3.779349e-08	0.00062564365	0.30231932	0.697055
