 	non	mi	aspetti	che	non	vengo	</S>
a31	0.00014942375	1.8017165e-05	5.9519957e-06	0.16378562	0.20854555	0.12915705	0.4983384
a37	7.991324e-05	3.153655e-05	0.00010490981	0.13809851	0.40365574	0.28113663	0.17689273
a31	1.5573232e-08	5.8167143e-10	8.5340207e-07	0.4294259	0.37641758	0.13435207	0.059803613
a24	1.0989999e-05	5.308662e-06	3.1356838e-05	0.81925255	0.12523003	0.026881529	0.028588273
a46	1.4474374e-07	3.0020516e-08	1.3053539e-06	0.04304292	0.6900566	0.21450552	0.05239348
a31	2.3007924e-06	1.553511e-07	8.82553e-07	0.09558158	0.8169151	0.06499022	0.022509757
a1	1.8171702e-05	6.2643215e-07	6.4960375e-08	0.016852334	0.2856107	0.25198105	0.44553703
a31	4.4544603e-08	8.5085705e-10	5.5198908e-09	0.0032875894	0.6086213	0.3119308	0.07616024
a20	1.3717915e-09	2.3074294e-11	1.9316028e-11	7.706217e-06	0.0052486598	0.17149895	0.8232447
a41	7.299213e-11	2.0316305e-13	2.3693731e-11	8.1108675e-07	0.007045118	0.7688956	0.22405842
a31	2.1706537e-13	2.0660823e-14	2.2328623e-12	1.1645308e-07	0.0005400239	0.80957377	0.18988614
</S>	4.717655e-14	1.7344486e-15	2.2116953e-13	3.9116506e-09	9.9082345e-06	0.07501081	0.9249792
