 	ancora	non	mi	sono	vestito	</S>
a8	2.7854972e-05	0.00017543911	0.0014720793	0.054249316	0.7891938	0.15488157
a31	0.0074297255	0.025092717	0.009866052	0.43651602	0.3874862	0.13360925
a10	0.0001614017	0.0018221962	0.021706197	0.75407743	0.15664998	0.065582834
a31	2.694282e-06	0.00040620595	0.009461854	0.7560256	0.08860772	0.14549585
a18	2.5065488e-05	0.00030790514	0.008822068	0.79936033	0.16097905	0.030505702
a31	4.702113e-10	4.7030507e-08	1.9665278e-05	0.74892366	0.24850398	0.0025525887
a20	1.4354226e-09	1.6515855e-08	1.6853403e-07	0.015718205	0.9802714	0.004010251
a31	4.532889e-12	3.0955943e-11	6.2453196e-08	0.075378545	0.9127479	0.011873512
a13	1.5332554e-12	1.12602275e-10	1.1807806e-09	0.0011403282	0.95824707	0.040612593
a35	6.789072e-14	6.4644806e-13	3.428782e-10	0.0015301049	0.96365166	0.03481814
a39	6.827863e-15	2.3371452e-13	4.4263065e-10	0.0010243747	0.9483306	0.050645117
a46	4.7305e-15	2.6892583e-14	1.7192052e-11	3.3911827e-05	0.94470245	0.05526365
a31	1.4039608e-15	2.518174e-14	6.8538966e-11	6.889167e-05	0.6736612	0.32626992
a20	7.700654e-16	8.188151e-15	1.2473747e-11	1.9755498e-05	0.25804415	0.741936
a31	5.1514308e-15	1.547446e-14	3.2454597e-12	2.4902397e-06	0.639313	0.36068448
a39	1.5486376e-16	8.1818226e-16	6.9383784e-13	4.7789496e-07	0.0713272	0.9286723
a31	4.147501e-15	1.3573633e-14	9.188388e-12	1.6241962e-05	0.473231	0.52675277
</S>	4.6404287e-16	4.2169167e-15	2.5759347e-12	7.2111393e-06	0.099432476	0.9005604
