 	il	muro	vuole	uno	specchio	</S>
a23	6.8017616e-06	0.0009914185	0.01888498	0.02615845	0.69141906	0.2625393
a20	0.015258533	0.017923657	0.050215725	0.19420512	0.41094625	0.31145075
a31	4.8161587e-06	0.027071705	0.7318565	0.033367258	0.06811973	0.13957992
a24	2.077166e-05	0.0057522557	0.8841382	0.057139266	0.013669192	0.039280232
a31	2.8695107e-10	1.6770114e-06	0.006097081	0.007914883	0.040126882	0.94585943
a13	1.1233572e-06	0.0004794826	0.21158703	0.35584363	0.21632062	0.21576819
a39	1.1199139e-09	1.9938349e-07	5.16671e-05	0.003149125	0.6873207	0.3094783
a20	5.339811e-11	4.317318e-09	3.6049812e-07	0.00012728247	0.72776747	0.27210495
a31	2.7509193e-11	8.626904e-10	1.0711815e-08	5.690785e-06	0.59504825	0.40494606
a24	1.1137327e-13	1.5233169e-10	1.570412e-08	1.7113669e-05	0.92691195	0.073070884
a8	3.0471081e-12	8.7167426e-11	8.4713125e-10	1.5654467e-07	0.2576603	0.74233955
a31	1.2100666e-14	4.680321e-11	2.3579233e-08	7.5268126e-06	0.867622	0.13237038
a20	8.849748e-16	1.9420826e-12	6.1388117e-10	2.4621448e-07	0.16737652	0.8326232
a31	4.1389618e-14	1.9922143e-12	7.700583e-11	5.280205e-08	0.69956267	0.30043724
a29	7.1095836e-17	3.507087e-14	1.7137807e-11	5.644488e-09	0.030397119	0.9696028
a31	1.1908705e-14	2.8809588e-13	7.943916e-11	6.679749e-08	0.47364697	0.52635294
a8	2.801518e-16	1.47312e-13	3.746946e-11	3.3744715e-08	0.035742473	0.9642575
a20	3.5515355e-15	3.9484114e-13	2.666008e-10	4.5969153e-07	0.18801853	0.81198096
</S>	3.371163e-14	1.6849098e-13	3.6361008e-12	1.4512123e-09	0.019815147	0.98018485
