 	le	melanzane	vogliono	ee	girate	</S>
a31	3.9711802e-05	0.00734907	0.8201582	0.0031829563	0.086391784	0.08287839
a20	0.005129826	0.023316488	0.060646642	0.0033120548	0.1437633	0.76383173
a18	8.682491e-07	0.0007757574	0.6109182	0.00019899533	0.004941901	0.3831643
a20	1.6959147e-08	6.191888e-05	0.26202723	0.0005775122	0.009151153	0.72818214
a38	7.739179e-09	4.2916804e-06	0.02094322	0.00088249746	0.0073425234	0.9708274
a17	3.8854942e-08	6.335312e-06	0.0043274807	6.844088e-05	0.0044992156	0.99109846
a31	9.679656e-10	5.2276576e-08	0.0001449947	1.6629718e-06	0.00033908628	0.9995142
a20	1.5016909e-08	9.605791e-07	0.0027035568	5.821899e-06	0.013288363	0.9840013
a41	2.5310114e-09	3.8028134e-08	0.0009724744	6.1860587e-06	0.0133558875	0.98566544
a29	3.110298e-10	4.32078e-08	0.00045404804	3.6478634e-06	0.007816193	0.99172604
a11	1.1014112e-11	2.4447872e-10	1.5991138e-05	4.6736628e-07	0.002532069	0.9974515
a31	1.2276698e-12	1.9683697e-12	1.09842794e-07	2.3040863e-08	0.0009186822	0.99908113
a8	8.201292e-14	1.5880702e-12	5.3201738e-08	1.7064264e-09	9.797507e-05	0.999902
a31	1.0192325e-12	3.8331574e-11	1.3271477e-06	1.2699475e-07	0.001129139	0.99886936
a1	5.015158e-14	8.204474e-13	3.339424e-08	2.9110965e-09	6.530284e-05	0.9999347
a31	9.558602e-13	3.7479714e-11	9.4804653e-07	1.3168568e-07	0.00071588624	0.999283
a3	1.37411055e-14	1.1362183e-13	3.939729e-09	6.9404793e-10	2.1098615e-05	0.9999789
a31	1.7424671e-12	1.9303051e-10	1.0332652e-06	1.8386396e-07	0.0007874936	0.9992113
a8	1.2381074e-15	7.364788e-16	6.9291573e-12	1.5942426e-12	9.299163e-07	0.99999905
a23	2.8030878e-14	4.807226e-13	7.828944e-09	2.172415e-09	5.2038587e-05	0.9999479
a31	1.9213908e-13	2.2600181e-12	3.2621763e-08	2.0591797e-08	0.0001842643	0.99981576
a46	3.888674e-15	7.186086e-15	9.752158e-11	1.0654821e-10	5.9112426e-06	0.99999404
a37	8.483896e-14	8.9795196e-13	9.230308e-09	9.02368e-09	9.82047e-05	0.9999018
a46	2.0575067e-12	2.0514235e-10	4.9530064e-07	6.0217087e-07	0.0018922318	0.9981066
a24	3.3021945e-14	1.5375154e-14	1.6976924e-10	1.370723e-09	2.1909484e-05	0.99997807
a31	1.08932325e-11	1.6769659e-10	1.3057995e-06	4.43246e-08	0.0030223704	0.99697626
a46	4.460415e-15	6.250866e-16	6.9330616e-14	2.8250376e-11	1.2442669e-06	0.9999988
a31	1.2954243e-14	4.266596e-15	1.6816959e-12	5.2332794e-11	8.2628304e-07	0.99999917
a8	4.7605327e-15	7.6774775e-16	2.4789927e-14	4.5339696e-12	3.4625003e-07	0.99999964
a24	5.665207e-15	4.5730945e-15	1.2896172e-12	2.9116137e-11	1.049496e-06	0.9999989
a8	1.552933e-13	5.1867066e-13	2.2685846e-10	2.4803637e-09	0.0002452876	0.9997547
a31	7.4531335e-15	2.0580948e-15	7.510709e-13	4.5680525e-11	1.9391698e-06	0.9999981
</S>	1.1078753e-14	2.0262991e-15	3.697834e-14	1.3888464e-12	1.6632539e-07	0.9999999
