 	sicuramente	stanno	ancora	svegli	</S>
a17	0.0052675297	0.05476482	0.13647778	0.19000763	0.61348224
a24	0.013218174	0.01276047	0.11116905	0.24488059	0.6179717
a28	0.00084118085	0.022663353	0.14338687	0.092225656	0.74088293
a37	0.00028088095	0.011053396	0.07183667	0.059185	0.8576441
a18	2.4798206e-05	0.005240022	0.108236164	0.048267733	0.83823127
a39	7.3564655e-07	0.0002621282	0.07916044	0.047423594	0.8731531
a31	1.458148e-08	1.8074517e-05	0.057553608	0.046913538	0.8955147
a39	6.670991e-08	7.3541482e-06	0.0046202797	0.025970122	0.96940213
a31	8.855908e-10	4.642577e-07	0.010550382	0.041002933	0.94844615
a46	2.7783946e-08	1.478238e-06	0.0016193064	0.016826412	0.9815528
a31	7.143632e-10	1.748285e-08	0.00031895153	0.014833487	0.9848475
a18	1.4244059e-08	1.893289e-07	0.0007791886	0.018516412	0.9807042
a31	4.6998353e-11	2.613192e-09	4.248366e-05	0.010636466	0.989321
a39	3.5530812e-09	3.3358378e-09	1.7528628e-05	0.010816851	0.9891656
a31	4.4717542e-11	1.4671718e-10	2.1623862e-06	0.002521047	0.99747676
a41	2.6272963e-11	2.0322589e-11	1.9593502e-07	0.00071532704	0.99928445
a39	1.9356561e-11	2.0969203e-10	3.199182e-06	0.0052509606	0.99474585
a28	3.567322e-10	3.143784e-09	3.3390115e-05	0.019528806	0.98043776
a20	3.188282e-10	3.98544e-10	2.162602e-06	0.002859999	0.9971379
a31	1.3955749e-10	7.048069e-11	1.5502798e-07	0.00055039034	0.99944943
a39	1.7656593e-13	9.201486e-13	2.8929914e-09	4.223227e-05	0.9999578
a35	9.033554e-11	6.18315e-11	1.5639569e-07	0.0004528635	0.99954695
a31	3.1663452e-12	1.4642737e-11	1.4055782e-07	0.00030877223	0.9996911
a11	3.4803375e-12	3.3559978e-11	5.2495665e-07	0.0004683236	0.99953115
a18	3.3429143e-10	1.3702242e-10	2.0086277e-07	0.00025926248	0.99974054
a24	1.7220675e-12	3.4404203e-12	3.3982705e-08	8.366868e-05	0.9999163
a31	2.9082253e-10	9.4309525e-11	2.6277412e-08	4.360413e-06	0.9999956
a18	1.4711087e-12	3.0240513e-12	5.719232e-09	3.6395977e-05	0.99996364
a31	4.071205e-12	3.4818014e-12	2.2977428e-08	6.1767e-05	0.99993825
a18	9.0036567e-14	2.7440244e-13	9.816572e-10	1.3030284e-05	0.999987
a15	1.03348085e-11	1.2103143e-11	6.294161e-08	0.00015048803	0.99984944
a8	2.1632368e-12	4.2375933e-12	4.017518e-08	9.009084e-05	0.9999099
a39	5.0224967e-12	3.3513074e-11	7.46322e-07	0.00048006576	0.9995192
a31	6.755197e-11	3.5338374e-10	3.03054e-06	0.0016918543	0.9983051
</S>	1.4309887e-12	6.5692655e-12	9.994739e-08	0.00016007638	0.9998398
