 	mi	si	gonfiò	il	dito	</S>
a31	1.5994827e-07	4.4245466e-05	0.94161344	0.031729992	0.009262108	0.01735
a11	6.731044e-06	0.041412346	0.54811716	0.3456859	0.052134506	0.012643266
a31	2.9850186e-10	9.053966e-05	0.5540821	0.35771483	0.021170458	0.066942066
a15	3.32909e-08	0.017562877	0.57116115	0.33326513	0.068963304	0.009047516
a31	9.5601065e-09	1.1804443e-05	0.7477214	0.22671402	0.010257409	0.015295343
a0	1.2138889e-09	3.5672874e-05	0.91212636	0.080450155	0.005904105	0.0014836274
a46	2.2111075e-11	2.1165003e-07	0.76865953	0.22746508	0.0029898065	0.0008853597
a31	7.328606e-12	5.5021008e-08	0.4147214	0.5655098	0.014217659	0.005551089
a18	1.6004678e-13	1.2618241e-09	0.24182628	0.30374926	0.4465202	0.007904221
a31	3.034668e-15	3.1397183e-11	0.08725818	0.4924566	0.33311468	0.087170534
a24	1.1483939e-15	1.0175542e-12	0.0074670385	0.012461816	0.9080698	0.07200127
a28	1.00285445e-16	2.37277e-13	5.24778e-05	0.000104574996	0.14120771	0.85863525
a13	4.7780265e-17	8.5051845e-14	2.6149943e-05	0.00062252587	0.523676	0.47567534
a20	7.893616e-17	5.0904664e-14	1.0095831e-06	0.0002079387	0.5722137	0.42757735
a17	6.4117734e-17	1.1744895e-14	1.3871362e-08	2.4237743e-06	0.14155196	0.8584455
a39	9.246843e-18	1.0813429e-15	1.1476502e-08	3.7269892e-06	0.16124716	0.83874905
a20	1.0594752e-17	2.1203242e-15	2.3774402e-09	1.8405859e-07	0.043386646	0.9566132
a31	1.1940943e-17	1.8848497e-15	5.674819e-10	1.5787691e-08	0.00898694	0.991013
a41	6.7735202e-18	2.1090942e-16	2.4211626e-08	4.6123005e-06	0.106968686	0.8930267
a8	9.435775e-18	3.6456e-15	7.762343e-09	3.740476e-06	0.1639237	0.83607256
a37	3.4025268e-18	2.0044082e-15	2.4002619e-08	7.491508e-06	0.10214539	0.8978471
a8	6.085053e-17	1.4661895e-14	2.638627e-09	3.28258e-08	0.00641779	0.9935822
</S>	8.283864e-18	3.099405e-15	3.369406e-08	1.0468813e-05	0.13636243	0.863627
