 	voi	avete	mai	mangiato	il	pasticciotto	</S>
a8	1.5549509e-07	0.03926957	0.0013962219	0.0039277603	0.0023600669	0.9436785	0.009367661
a31	2.6993549e-08	0.49371374	0.05934248	0.093238845	0.18271661	0.15367092	0.017317368
a21	2.5956895e-10	0.055158176	0.010038859	0.16665423	0.2548441	0.51230514	0.0009994777
a37	3.0030877e-11	0.2268046	0.033489447	0.113172986	0.035959166	0.5898009	0.0007729007
a8	1.0822774e-11	0.04097672	0.0069056125	0.058924884	0.027319403	0.86527944	0.0005939368
a31	5.97067e-10	0.00071293686	0.00058108557	0.06797007	0.17124362	0.75913566	0.00035666107
a13	1.045205e-08	6.415086e-05	0.00013191215	0.042272586	0.57004535	0.3873274	0.00015859814
a20	2.3838004e-12	1.5743e-06	4.506741e-06	0.007671557	0.12123789	0.87076956	0.0003149552
a3	4.436716e-13	2.145315e-07	3.6482842e-07	0.0032631545	0.07325601	0.92319524	0.00028500377
a31	3.9444607e-14	3.4959758e-08	7.481494e-09	0.00034011595	0.016953398	0.98247164	0.00023481219
a29	1.0667967e-11	1.3439414e-06	4.1157975e-07	0.00019310538	0.006185089	0.9922116	0.0014084433
a31	1.0949392e-15	1.41984025e-08	1.0682755e-09	5.0738636e-05	0.0022843168	0.99736434	0.00030061894
a3	4.419127e-13	4.4983437e-07	4.271892e-08	1.3624333e-05	0.0003437909	0.9956856	0.003956603
a31	6.8912324e-17	1.2683335e-08	2.5295105e-10	1.3807203e-05	0.0005397273	0.9991905	0.00025597014
a24	3.4065028e-13	5.2515206e-06	4.0820716e-08	2.5729814e-06	3.9072034e-05	0.9869293	0.013023777
a31	1.7681503e-15	9.480231e-09	4.1091466e-10	6.5770087e-06	0.00019985555	0.99923646	0.00055706967
a39	8.4476637e-13	7.595402e-05	1.4729231e-07	1.0513265e-05	0.00014252099	0.9560272	0.04374358
a31	4.7647582e-17	1.2401142e-07	1.5043705e-10	4.6372026e-07	6.064603e-06	0.9927584	0.0072349412
a33	1.8384981e-15	3.505647e-05	6.401181e-08	3.7954835e-06	2.9666675e-05	0.8562115	0.14371988
a31	2.9147875e-16	6.887697e-06	2.3757964e-07	1.6802749e-05	6.567773e-05	0.7326405	0.2672699
a23	1.9990118e-16	2.391346e-06	1.6453122e-08	2.4389412e-06	1.5384418e-05	0.42632368	0.573656
</S>	2.0434915e-16	8.9450566e-07	2.862889e-07	8.2253646e-05	0.00037535498	0.6828673	0.31667393
