 	stava	ancora	cucinando	</S>
a8	1.747767e-05	0.45272824	0.01739695	0.52985734
a46	0.018546617	0.044305082	0.20321123	0.7339371
a24	0.0009901109	0.13727936	0.012397414	0.84933305
a37	1.6772661e-05	0.012303356	0.0020450999	0.98563474
a20	7.939289e-07	0.0038541884	0.0011123413	0.99503267
a31	1.836322e-09	0.00028374343	0.00013745767	0.9995788
a37	5.18427e-10	7.629544e-05	5.4848304e-05	0.99986887
a31	9.274677e-11	1.0899957e-05	1.3594329e-05	0.99997556
a20	5.6512733e-10	2.8598393e-05	7.532773e-06	0.9999639
a31	9.426642e-10	2.397581e-06	1.9899157e-06	0.9999956
a6	4.8358324e-11	1.8311594e-06	5.998923e-07	0.9999976
a31	2.367158e-10	4.1171247e-06	4.5703428e-06	0.9999913
a20	2.5034816e-13	2.3352248e-07	1.1019418e-06	0.9999987
a46	1.1759985e-10	2.4908275e-07	1.7625031e-06	0.999998
a31	1.4590757e-12	4.891988e-07	7.3683227e-06	0.99999213
</S>	1.5306335e-13	7.058561e-08	1.1852998e-06	0.9999987
