 	non	ci	dimentichiamo	mai	</S>
a31	1.3551063e-07	0.003033071	0.96022606	0.03443363	0.0023070427
a20	0.0021099367	0.10702846	0.86394614	0.022818578	0.004096875
a31	6.760656e-07	0.12744927	0.84891903	0.01308641	0.010544559
a11	8.281231e-06	0.9832318	0.015975293	0.000680789	0.000103859864
a20	1.15249954e-07	0.34413096	0.62789685	0.025452266	0.0025197838
a31	1.4786883e-07	0.21410261	0.7428648	0.03552807	0.0075043743
a11	1.1003576e-07	0.20333605	0.7451172	0.051080823	0.00046585366
a31	2.0404148e-10	0.0026347686	0.94953036	0.047370255	0.00046458127
a18	1.711737e-09	0.0073036863	0.87077713	0.12127537	0.00064375805
a42	8.576204e-12	0.00012814601	0.8612676	0.13779867	0.000805602
a31	5.0487083e-13	5.405826e-06	0.64246833	0.3492764	0.008249873
a18	2.4922188e-14	9.0148995e-07	0.63252515	0.34306955	0.024404472
a31	8.313191e-15	7.2452346e-09	0.2571955	0.7246466	0.01815788
a39	8.2179073e-16	9.017911e-09	0.43585745	0.3285931	0.2355495
a31	1.2621472e-15	1.400905e-10	0.09442218	0.7740379	0.13153988
a20	1.1686245e-16	1.8652482e-10	0.13160203	0.20396398	0.664434
a39	6.4740004e-16	6.4436104e-12	0.016042892	0.56119996	0.42275715
a31	2.3120283e-15	8.310525e-12	0.002813145	0.5587505	0.43843636
a14	6.7122597e-17	6.4136647e-12	0.009208671	0.09873754	0.8920538
a46	2.9522681e-15	8.759592e-12	0.0011781327	0.20292519	0.7958967
a20	1.8430251e-15	2.7694172e-11	0.0037697249	0.16172786	0.83450246
a31	1.3167825e-14	2.0381175e-12	0.00046503515	0.016006576	0.9835284
</S>	1.2560187e-17	1.7127342e-14	0.00032778783	0.020388965	0.9792833
