 	non	so	cosa	stai	scrivendo	</S>
a31	4.9819715e-08	8.67583e-06	0.032747634	0.50564593	0.37203962	0.08955814
a21	7.3061434e-05	5.1896162e-08	0.0002141636	0.14178142	0.8107104	0.047220986
a31	4.803108e-10	5.899951e-10	0.0051545543	0.90276074	0.077684805	0.014399869
a10	8.983474e-08	5.3854374e-06	0.05580327	0.2740792	0.6424056	0.027706344
a7	5.630847e-09	9.307216e-07	0.111290716	0.51315635	0.3623683	0.0131836245
a41	1.919867e-09	1.0197008e-07	0.011861904	0.8007599	0.18120873	0.0061693764
a31	1.5019866e-11	3.754415e-10	0.0006207268	0.92557466	0.06655195	0.0072526583
a8	1.7797583e-11	6.844111e-10	0.00014053744	0.75100416	0.03442598	0.21442935
a31	5.880224e-13	2.2119726e-12	2.142061e-05	0.6065924	0.14579684	0.24758936
a8	3.926971e-15	5.24891e-14	4.208992e-08	0.03966725	0.00045090143	0.95988184
a23	3.4948524e-15	1.9211317e-14	3.1589618e-08	0.013516055	0.0015010523	0.9849828
a8	1.19386355e-14	1.3875268e-13	1.9430415e-08	0.0025330589	0.0011398271	0.9963271
a31	6.4843036e-15	1.8191446e-13	4.2177235e-09	0.00086283317	0.00030416422	0.998833
a21	5.7788394e-16	4.84366e-15	3.7542253e-10	0.00023827949	2.9194432e-05	0.99973255
a31	8.64743e-14	1.4617597e-12	1.3695553e-08	0.00081992697	0.00062209135	0.998558
a24	5.343415e-16	1.9792399e-15	1.6576306e-10	8.2288454e-05	5.1170205e-06	0.9999126
a21	6.5439977e-14	3.6359408e-13	1.7221199e-08	0.0011581196	0.00019126339	0.9986506
a31	2.1567856e-14	1.2301617e-13	5.5505964e-09	0.00072423095	0.000104320534	0.9991715
a17	5.348191e-16	1.2535744e-15	5.801171e-11	8.068575e-05	2.1484682e-06	0.99991715
a20	3.6782907e-14	6.398541e-13	4.588206e-10	0.0002900274	0.00024441912	0.9994655
a0	7.385735e-14	4.7640936e-12	1.065237e-09	0.00038009923	0.0004473878	0.9991725
a31	1.7843998e-14	1.0572652e-12	9.364668e-10	0.00058018765	0.00011098555	0.9993088
a8	2.9418332e-14	5.2382865e-14	7.144662e-11	0.00031445094	0.00018942155	0.9994961
a37	1.18952945e-14	3.0486226e-13	1.7589197e-10	0.00013110421	4.0556675e-05	0.99982834
</S>	9.899177e-15	1.7746708e-13	2.3766333e-10	0.00018155656	3.422145e-05	0.9997843
