 	non	sapeva	dove	a	stare	</S>
a20	2.1128944e-06	5.015598e-07	0.0055366294	0.20646642	0.009030329	0.778964
a31	4.593495e-06	0.00010576359	0.7419028	0.19907455	0.029597566	0.029314756
a37	7.2111243e-06	0.00025878343	0.60396904	0.34713286	0.00094607106	0.047686066
a38	4.0339376e-08	2.6104553e-07	0.1364775	0.38813648	0.021097714	0.45428792
a31	9.765148e-08	6.3212115e-06	0.15253064	0.71660733	0.0069475933	0.12390803
a41	4.7660976e-08	6.745475e-07	0.044515006	0.9404053	0.0023383147	0.012740705
a10	2.0288325e-10	7.874745e-08	0.00065154134	0.440967	0.043305594	0.5150758
a20	5.9846446e-12	7.830294e-11	9.56339e-06	0.04643347	0.034977805	0.91857916
a9	3.4516148e-13	1.7279146e-13	3.8836473e-07	0.0029481454	0.011453014	0.9855985
</S>	6.987231e-14	1.8225613e-14	2.8962573e-05	0.18909599	0.3181407	0.4927344
