 	il	cibo	ee	vuole	mangiato	subito	e	presto	</S>
a8	1.3679329e-07	4.075618e-05	0.0011684094	0.05896125	0.21276003	0.104578316	0.00016636537	0.56994337	0.052381366
a31	1.8267583e-06	4.525588e-08	1.2688453e-07	0.019674664	0.31006613	0.5189947	0.006688039	0.12872079	0.015853666
a20	8.9997645e-09	9.1263715e-12	5.648869e-11	5.1601375e-05	0.0061690216	0.91818935	9.645528e-05	0.07521394	0.00027961092
a29	1.7120447e-11	7.8762544e-13	6.1249436e-11	0.0014485879	0.0343193	0.94264656	5.120114e-06	0.021383582	0.0001968894
a37	1.444119e-13	1.5861671e-12	1.2630136e-09	0.00036327267	0.013437553	0.7398952	1.4182229e-05	0.24533238	0.0009573498
a8	2.4669387e-16	5.2572052e-14	6.842941e-11	0.00010880077	0.010360469	0.4128033	1.3697845e-05	0.57420444	0.0025093637
a20	3.9905562e-16	4.038341e-13	1.0223583e-09	3.732725e-06	0.0010481603	0.028094975	0.00017124982	0.9666089	0.0040730154
a31	5.831322e-16	3.427327e-15	2.1384371e-13	1.2100236e-06	0.006050514	0.07984975	9.800332e-05	0.91068023	0.0033203948
a29	3.5593707e-14	1.4324095e-12	1.290096e-09	1.0292064e-06	0.00013056314	0.001546853	0.0001794001	0.99558336	0.002558694
a37	3.7177686e-15	1.2647279e-16	3.4033883e-15	2.4280513e-07	0.0016081687	0.061986584	0.00015540677	0.9340513	0.0021984552
a29	1.4677132e-15	1.8338925e-17	2.870979e-16	2.7737622e-08	0.0004690768	0.0715123	0.00012505215	0.92473626	0.0031572664
a31	6.1248063e-16	1.6057362e-17	4.8956556e-16	1.9157264e-08	0.00017145283	0.037271183	0.000117644115	0.9541632	0.008276429
a20	6.2038184e-15	2.1964848e-14	3.114855e-12	1.0514116e-06	3.935097e-05	0.022942474	6.2815147e-06	0.94187117	0.03513973
a31	8.178213e-15	2.8502603e-18	2.7402963e-17	2.406755e-08	6.66134e-05	0.083937675	4.7605266e-05	0.90847635	0.0074716997
a37	1.11269695e-14	1.8467656e-14	1.3768372e-12	1.378247e-06	2.7253442e-05	0.034903344	6.11499e-07	0.7615013	0.2035661
a46	2.3396962e-15	1.3258745e-18	1.216297e-17	9.7183355e-09	1.6240443e-05	0.14737399	3.7032905e-06	0.84446466	0.008141384
a31	6.7235564e-16	2.753883e-17	1.4991705e-15	1.18264396e-07	2.7588521e-05	0.029485853	1.2881346e-05	0.8074995	0.16297407
a0	1.1901551e-15	6.6982525e-17	6.5579624e-15	3.3558877e-07	1.532298e-05	0.035414085	8.787229e-08	0.44166625	0.5229039
a31	1.0404419e-15	5.272554e-19	6.0422032e-18	6.086892e-09	1.841754e-05	0.027607167	2.3290825e-06	0.94914895	0.023223167
a1	5.952463e-16	1.00719285e-16	1.8238064e-14	6.801998e-07	1.160763e-05	0.007426131	9.8711705e-09	0.16814338	0.82441825
a13	4.781642e-16	3.012109e-17	1.0583844e-14	4.7086354e-07	3.2380998e-05	0.01640684	5.670909e-07	0.61511904	0.36844084
a39	9.061935e-16	1.8553682e-18	1.7095201e-17	3.0903915e-09	1.5348176e-05	0.014186063	9.348766e-06	0.80281544	0.18297383
a18	3.512405e-16	1.989614e-18	1.9098426e-17	1.4168272e-09	6.755861e-06	0.012766816	6.5348413e-06	0.5413828	0.4458371
a8	1.6875877e-16	1.4577842e-18	1.6760324e-17	1.1163636e-09	4.032777e-06	0.01364353	6.055341e-06	0.3474597	0.6388867
a28	1.2750539e-16	8.7657454e-18	2.5324416e-16	7.523674e-09	5.397301e-06	0.013085601	5.9279055e-06	0.2149081	0.771995
a31	2.0784147e-15	7.274821e-18	1.8709897e-17	2.2887765e-09	1.758098e-06	0.027513286	2.2419385e-05	0.38723764	0.5852249
a8	2.453651e-16	3.95125e-18	1.0583096e-16	5.43418e-09	2.4727713e-06	0.0051074047	9.767332e-08	0.10773983	0.88715017
a37	1.7516119e-16	1.8268218e-17	5.501171e-16	1.18973915e-08	1.162062e-05	0.020553637	1.6355569e-05	0.1936364	0.78578204
a31	3.0780885e-15	1.7893733e-17	4.7584564e-17	1.7365052e-09	9.859322e-07	0.03548255	1.9929383e-05	0.43153787	0.5329587
a21	1.2462298e-16	5.1469845e-18	1.4559346e-16	5.2861986e-09	1.983341e-06	0.0055602277	1.0582344e-07	0.084093966	0.9103437
a31	2.0076625e-15	1.2047243e-17	2.7065331e-17	2.1920101e-09	3.2621185e-06	0.03291227	2.5769392e-05	0.31939772	0.6476609
a20	7.846625e-17	2.356567e-18	5.898389e-17	1.8262641e-09	8.6025364e-07	0.0035372905	3.8939998e-08	0.05842104	0.9380408
</S>	1.2300136e-15	5.6673535e-18	1.0491036e-17	9.2204727e-10	9.202487e-07	0.02175114	9.947277e-06	0.18090333	0.7973347
