 	avete	cucinato	le	verdure	</S>
a31	2.2305837e-06	1.1054365e-05	0.00085471594	0.9765717	0.022560382
a46	0.6133195	0.0043022097	0.1290698	0.1623915	0.09091701
a20	1.1133263e-05	3.2997214e-05	0.06518575	0.44892907	0.4858411
a31	3.5291876e-07	9.709599e-06	0.0020871137	0.2686862	0.72921664
a17	0.0006210153	0.00012967082	0.08386956	0.8339188	0.08146091
a31	3.4624684e-06	3.9916536e-05	0.014441716	0.8781677	0.107347295
a35	5.777095e-07	4.7412942e-07	0.0014913597	0.977467	0.021040602
a31	3.4921606e-09	6.0778305e-08	0.00029413524	0.92367536	0.07603041
a46	3.3313033e-11	8.5102383e-11	1.0894047e-06	0.16961977	0.8303791
a38	6.0682293e-12	3.9576314e-11	2.9137672e-07	0.061429344	0.9385704
a17	1.4417807e-11	3.0206584e-10	3.8480394e-07	0.015537252	0.9844624
</S>	5.3371188e-12	6.4273684e-11	6.393656e-08	0.00070362363	0.9992963
