 	il	muro	vuole	uno	specchio	</S>
a46	6.8017616e-06	0.0009914185	0.01888498	0.02615845	0.69141906	0.2625393
a31	0.034300424	0.027985565	0.051648714	0.19732547	0.40058812	0.28815168
a24	9.5560325e-05	0.004655806	0.9613345	0.023881154	0.0032447393	0.0067882016
a37	6.448306e-07	0.0007888776	0.2347426	0.080160044	0.15849698	0.5258109
a18	1.6152494e-08	2.2799526e-05	0.004086804	0.025894547	0.2248879	0.7451079
a20	4.9596366e-10	6.759701e-07	0.00015942691	0.009634339	0.36062992	0.6295756
a41	3.8677835e-11	3.1553216e-09	5.086885e-07	0.00021106524	0.27823436	0.7215541
a31	6.8603353e-13	5.758574e-10	1.7195454e-07	0.000107693006	0.69403976	0.30585235
a11	2.6601917e-13	4.8281614e-09	1.2149936e-06	0.00028663958	0.95684177	0.04287033
a31	8.215888e-13	2.9491798e-11	1.7466242e-08	1.9481537e-05	0.9315615	0.06841892
</S>	3.3153429e-15	1.2982204e-11	6.749286e-09	3.037079e-06	0.35813376	0.6418632
