 	non	vieni	alle	sette	perchè	io	non	sono	pronta	</S>
a8	6.1319385e-09	7.9257063e-07	0.00062064314	0.0064245574	0.00017007501	0.3508136	0.0065741395	0.025013398	0.5767494	0.033633426
a31	1.586664e-05	9.677485e-09	0.019316783	0.375997	0.00031290218	0.38244608	0.058101922	0.11565382	0.039731156	0.0084245
a7	1.4743035e-09	1.8714854e-12	7.4459604e-05	0.103954494	4.884421e-08	0.8823715	0.0038331775	0.008954718	0.0008003918	1.1214777e-05
a24	5.516751e-14	6.726411e-16	0.000120468976	0.14837876	3.1289257e-08	0.8501553	0.00039313495	0.00049561553	0.00044377905	1.2860027e-05
a38	8.869691e-17	3.6633235e-16	2.0348494e-05	0.04718926	1.5448461e-07	0.93773115	0.0017154142	0.0042333314	0.009004738	0.00010564027
a31	2.5714023e-15	1.2641259e-13	3.8832713e-06	0.0007751736	5.457245e-06	0.05106092	0.0480772	0.5293207	0.3672916	0.0034650655
a10	6.424704e-15	1.0634949e-12	4.7308924e-07	6.344596e-05	1.7148617e-06	0.0012927117	0.0107811	0.5705426	0.41664132	0.0006766297
a11	1.1659935e-16	8.877876e-13	1.6148501e-08	0.00052465504	6.357598e-07	0.039739434	0.07582349	0.54441804	0.33866912	0.00082464726
a31	1.7484221e-16	1.113544e-12	1.0759029e-08	0.0002944809	3.0663438e-07	0.20603801	0.061209735	0.40192986	0.32693318	0.0035944432
a20	4.400789e-15	2.1965975e-12	4.9867197e-07	0.00012441698	1.7049626e-08	0.0020405103	0.0010061297	0.019191027	0.97642046	0.0012169555
a10	8.465693e-16	2.4362218e-13	7.8228855e-09	0.000103577826	4.2081965e-08	0.49352267	0.027658606	0.080324866	0.39601463	0.002375528
a31	9.052344e-16	2.1302072e-13	5.381862e-09	3.144111e-05	6.7073444e-08	0.2636715	0.06563911	0.17012256	0.49176764	0.008767743
a21	9.630574e-16	3.422676e-14	5.3905094e-08	7.557495e-05	1.1283454e-10	0.014055097	0.00014087623	0.0010008005	0.9494296	0.03529801
a31	3.0213165e-16	3.5650376e-15	8.24628e-10	8.778254e-06	6.4886974e-10	0.61087006	0.00408276	0.0118274335	0.36271343	0.010497577
a20	2.4019607e-16	2.6011146e-16	2.9329138e-08	3.5761124e-05	3.9077235e-12	0.041603882	2.4106668e-05	0.0001074902	0.570492	0.38773674
a13	9.1683865e-17	4.164292e-17	2.8604829e-11	1.287301e-07	1.3131438e-11	0.4735678	0.00072806596	0.0027386236	0.4251742	0.09779118
a31	2.2191683e-17	1.3484148e-16	1.14082225e-11	1.7387171e-07	1.280193e-10	0.044344738	0.0012499433	0.003082225	0.85609204	0.095230885
a41	6.5995137e-18	5.9158564e-18	9.488722e-10	5.0173253e-06	3.6722112e-13	0.015365336	2.7280885e-06	8.448271e-06	0.25621903	0.72839946
a35	7.412074e-18	3.0416093e-17	3.878598e-11	8.7617633e-07	8.826381e-11	0.0114827445	0.00014171084	0.00038453133	0.87750775	0.110482424
a31	1.8649336e-17	1.8762161e-16	5.9867535e-11	4.0740492e-06	5.2899696e-10	0.004829551	0.00077682704	0.00088141253	0.8567629	0.1367453
a24	5.2152708e-18	7.729813e-18	5.1369613e-11	5.9084806e-07	7.7824395e-13	0.0019270591	3.4634752e-06	7.309989e-06	0.32889718	0.6691644
a37	5.8024834e-17	1.0787615e-17	3.4588326e-13	2.3961123e-11	1.2561699e-14	0.00062931824	9.960727e-06	0.00018900886	0.73137945	0.26779225
a27	1.1243364e-17	1.6461536e-17	1.3180224e-13	2.0246448e-10	3.7623425e-11	0.002248036	0.00066730677	0.0030765098	0.8630104	0.13099767
a20	3.2515964e-17	2.991159e-18	4.3024023e-13	6.641205e-10	9.5843666e-11	0.0012542172	0.00069734745	0.0018284988	0.68663764	0.30958232
a31	1.7978966e-17	1.92542e-18	6.555728e-14	4.5036263e-11	1.1660855e-11	0.0006368731	0.0003459096	0.0012115011	0.7415242	0.25628152
a37	6.327661e-18	5.5292412e-18	4.1139813e-13	2.6809943e-09	6.5827525e-14	0.0005346885	2.4525154e-06	6.8654904e-06	0.57416606	0.42528993
a31	1.4219197e-17	2.7797373e-18	1.4247188e-13	2.7463998e-10	4.4572495e-11	0.00062693475	0.0002802668	0.0009591296	0.7027162	0.29541752
</S>	3.8190697e-18	3.4728487e-18	2.419253e-13	5.4934572e-09	7.0162714e-14	0.00042138188	1.7380776e-06	4.487024e-06	0.394961	0.6046114
