 	è	pericoloso	di	nuotare	di	notte	</S>
a37	0.00014463249	0.004084222	0.011483572	0.09431104	0.02237421	0.45507076	0.41253155
a31	2.3799996e-05	0.0055690515	0.021642026	0.5531175	0.23674959	0.16800119	0.014896882
a7	3.8247315e-08	5.0083463e-07	8.521858e-05	0.7974373	0.1686358	0.033779886	6.136196e-05
a31	5.0118214e-08	6.1563323e-06	0.0020036602	0.8368953	0.13376997	0.025645237	0.0016795371
a20	3.753699e-07	1.3098073e-06	1.3685392e-05	0.13047335	0.2652241	0.6039649	0.0003222538
a2	4.0825474e-10	1.7215267e-09	4.6112248e-07	0.00032098088	0.0038339577	0.98912793	0.0067167426
a41	4.4041775e-12	2.6482842e-11	1.2409288e-09	3.6368572e-06	9.1040914e-05	0.9994723	0.00043297396
a20	7.402106e-12	3.833892e-11	4.194951e-09	3.7925943e-06	9.9857774e-05	0.99536324	0.0045330697
a46	1.2000512e-11	3.567102e-12	1.8295402e-09	1.1213152e-06	4.3105403e-05	0.97639966	0.023556137
a31	2.1998831e-13	4.2439782e-13	4.2087575e-10	5.488666e-07	9.7770735e-06	0.9398079	0.06018178
a11	4.041626e-13	3.7771674e-13	9.6800665e-11	5.819401e-08	1.5200808e-06	0.8291252	0.17087324
a35	2.916768e-13	6.6490737e-13	2.7189695e-10	5.4096716e-07	8.783063e-06	0.66119325	0.33879745
a31	1.3839365e-13	5.231576e-13	1.4626535e-10	7.954358e-07	1.1187738e-05	0.5799705	0.42001763
a11	7.91984e-14	8.67192e-14	3.2576056e-11	5.3358587e-08	7.7854975e-07	0.22680041	0.7731987
a28	3.6058607e-13	1.5489909e-12	1.3469281e-10	8.1781394e-07	1.1701976e-05	0.33908138	0.66090614
a20	2.004201e-13	1.5463326e-13	1.4817297e-11	4.541383e-08	8.934126e-07	0.09845352	0.9015455
a10	1.1709923e-13	5.9399846e-14	5.298769e-12	1.0545456e-08	2.1747071e-07	0.029771263	0.9702285
a31	1.9885044e-13	5.6671397e-14	2.519971e-12	6.989544e-09	2.2633698e-07	0.022719363	0.97728044
</S>	4.974809e-14	1.08857307e-13	9.3018735e-12	2.3238215e-08	3.665997e-07	0.041194424	0.9588052
