 	voglio	un	forno	che	vende	rustici	</S>
a31	3.4900938e-06	0.0007862105	0.037519347	0.59804106	0.15302135	0.039154053	0.17147444
a37	3.8622334e-06	8.913109e-05	0.031435143	0.088818885	0.8211111	0.034295805	0.024246085
a31	1.8001273e-09	1.02327725e-07	0.004219166	0.81923306	0.16748188	0.005454224	0.0036115726
a17	6.943401e-06	6.5118664e-05	0.015699714	0.8150554	0.1283387	0.032100666	0.00873352
a20	1.05278446e-07	0.00018024836	0.03285626	0.78228295	0.17546538	0.0062134825	0.0030014792
a31	7.855421e-08	0.0001883319	0.043789588	0.6907233	0.25630665	0.0037398844	0.0052521955
a41	1.5020467e-05	0.0007483541	0.019073406	0.11910782	0.8338345	0.020786194	0.006434715
a24	8.012775e-10	5.9480913e-06	0.0065782196	0.16161399	0.8297164	0.0014470309	0.0006383699
a31	2.9434146e-13	4.1020147e-08	3.970616e-05	0.0031780005	0.9738868	0.0036922435	0.019203234
a39	2.003991e-10	5.0471397e-07	0.000118808006	0.0006250359	0.20326868	0.085546464	0.7104405
a31	1.0531508e-13	8.45139e-09	7.0198016e-06	0.0002475375	0.9486491	0.009943397	0.041152947
a8	5.255644e-13	4.069808e-09	2.2725367e-06	1.621678e-05	0.010441638	0.011123845	0.97841597
a26	8.99537e-14	2.1232234e-09	2.186891e-06	0.00014664893	0.1844342	0.036596205	0.77882075
a23	1.0738396e-14	2.2332502e-11	1.10809095e-08	2.7402558e-08	0.011541846	0.001942225	0.9865159
a31	3.7064258e-14	4.953166e-10	3.9393026e-07	4.936363e-05	0.16534182	0.059036743	0.77557164
a20	1.0130368e-15	1.26155544e-11	9.0887715e-09	4.359402e-07	0.0025826744	0.0021342859	0.9952826
a39	3.0915123e-15	6.821413e-12	1.8641513e-09	4.4095398e-08	0.011115282	0.027258104	0.9616266
a11	6.166304e-16	3.3244276e-13	6.337425e-11	1.3369291e-08	0.004053714	0.03822714	0.9577191
a37	1.2061006e-15	1.1982234e-13	1.3170569e-11	2.6825828e-10	8.667726e-05	0.0027138712	0.9971994
a14	7.581033e-15	3.3439215e-13	2.0032146e-11	1.3982299e-10	7.883311e-06	0.00026731475	0.9997248
a24	2.1800292e-15	2.1292915e-13	1.1010134e-11	9.9736566e-11	1.2126984e-05	0.0005032966	0.99948454
a28	6.409686e-16	5.1189935e-14	4.3527985e-12	1.7021455e-10	0.00027906577	0.0028784466	0.9968425
a20	5.1665008e-15	1.4109505e-12	7.244294e-11	4.318266e-10	0.00018852756	0.0052982615	0.9945133
a8	9.9894754e-15	3.2786263e-12	1.9847206e-10	1.0308193e-09	0.00039525377	0.013846354	0.9857584
</S>	5.576258e-16	3.100169e-13	2.733613e-11	1.142636e-08	0.002320664	0.04111716	0.95656216
