 	ora	ho	finito	di	scrivere	</S>
a23	8.072958e-07	1.5707246e-05	0.0090172	0.029236367	0.8362125	0.12551737
a31	0.0036845328	0.023309916	0.08592865	0.30025673	0.37223113	0.2145891
a28	2.6104492e-06	2.8034798e-05	0.1209371	0.844689	0.01704596	0.017297331
a31	1.4924405e-08	1.1773975e-06	0.10322637	0.6148152	0.11978846	0.16216886
a41	1.4712819e-07	1.5844736e-06	0.007921134	0.60777366	0.35750976	0.026793694
a21	9.5850244e-11	1.0621775e-08	6.604374e-05	0.004271767	0.97694254	0.018719653
a24	1.6572818e-11	1.4105347e-09	2.114473e-05	0.0016798589	0.95744103	0.04085797
a31	1.5400458e-13	4.561558e-12	7.048229e-08	2.2088308e-05	0.8516587	0.1483192
a39	1.7579368e-12	5.8551164e-11	6.9198066e-08	2.188603e-05	0.893938	0.10604003
a31	1.9327342e-13	3.2824988e-12	2.9207683e-08	4.1569897e-06	0.8647275	0.13526832
a28	2.0236014e-14	7.145669e-13	3.0116472e-09	1.0275733e-06	0.4198738	0.58012515
a31	9.664527e-16	2.3901611e-14	2.0767876e-09	2.414634e-07	0.3914531	0.6085467
a20	4.9549834e-16	4.0420077e-14	3.2590644e-10	1.3275739e-07	0.13187464	0.8681252
a37	4.952181e-16	1.0455057e-14	3.5047004e-10	6.0686055e-08	0.20015796	0.79984194
</S>	1.793101e-15	1.9279419e-14	1.0927094e-10	4.1155328e-08	0.07360781	0.9263922
