 	la	casa	la	costruirono	i	muratori	</S>
a31	9.0171825e-06	3.5750283e-05	0.0010218465	0.9926479	0.0049473536	0.0010697168	0.00026839372
a17	0.0013952281	0.00741063	0.13895535	0.67883474	0.1398084	0.014744777	0.01885089
a39	7.016026e-07	2.2529591e-06	0.0056543946	0.9260282	0.025722073	0.004727279	0.037865147
a3	1.386135e-07	9.491305e-07	0.0035270348	0.31839493	0.054286886	0.07328756	0.55050254
a35	3.9308638e-08	4.200482e-07	0.00034354685	0.3799861	0.020742776	0.025991963	0.57293516
a31	9.438436e-09	3.4973743e-07	0.00018618727	0.8929591	0.033190787	0.0074647744	0.06619886
a24	8.835507e-09	1.0156184e-06	0.0005630043	0.8814032	0.11252976	0.0026047323	0.0028982484
a31	9.720538e-09	1.0981674e-07	1.2371037e-05	0.8920052	0.05918322	0.005039416	0.04375962
a39	1.5512548e-10	1.8542822e-08	6.613839e-06	0.91227436	0.07980665	0.0070697544	0.0008426113
a31	7.98495e-11	1.4913847e-09	1.5491216e-07	0.6672982	0.31912887	0.0066568367	0.0069158785
a24	8.3505067e-13	3.5454542e-11	7.826e-09	0.7761324	0.06339132	0.07979717	0.080679156
a31	7.2033096e-12	1.7546044e-10	1.4157105e-08	0.7023344	0.14077187	0.019017696	0.13787608
a28	1.0097855e-13	2.7091398e-12	4.5225487e-10	0.43057406	0.018435614	0.089331076	0.4616592
a45	3.3381257e-13	5.0505602e-12	7.325085e-11	0.065359235	0.16763903	0.2885425	0.47845927
a31	2.870138e-12	1.9070665e-11	3.2623235e-10	0.017244544	0.5553183	0.3160667	0.11137038
a20	3.694529e-15	7.348518e-14	2.1725098e-12	0.0018831012	0.004400104	0.06337379	0.93034303
a31	7.477127e-14	6.0661816e-13	2.5598395e-12	0.00023212469	0.040823102	0.7070855	0.2518593
a8	1.5722217e-15	3.2078293e-14	6.2842467e-13	0.00025538297	0.002524077	0.07058677	0.9266338
a31	7.8965446e-14	1.868868e-12	2.1104157e-11	0.00045277024	0.040790442	0.6693209	0.2894359
a20	1.0277912e-15	1.7247896e-14	2.1635123e-13	7.592367e-05	0.0013607161	0.062877275	0.93568605
a18	2.491908e-14	1.9263147e-13	5.4941793e-13	5.349391e-05	0.0070200637	0.5684306	0.42449588
a31	1.5610905e-14	2.0945246e-13	8.587755e-13	3.4936013e-05	0.017470827	0.6561232	0.32637104
a11	6.3270984e-16	8.6699565e-15	5.801894e-14	1.9476412e-05	0.0020063946	0.1185645	0.8794097
a27	2.2214037e-14	1.6916035e-13	4.5646733e-13	4.7506226e-05	0.0016816764	0.28509745	0.7131734
a31	5.195055e-14	3.1411869e-13	6.488208e-13	2.8592165e-05	0.00012572073	0.18566611	0.8141796
a0	9.424732e-17	3.90071e-16	1.4735789e-15	1.2637496e-05	0.00069449225	0.072598144	0.9266947
a31	3.077221e-14	1.8809393e-13	3.7616224e-13	1.33313615e-05	0.002121499	0.49437854	0.50348663
a18	1.3103863e-16	1.3050442e-15	7.752661e-15	1.114986e-05	0.0016777589	0.1170205	0.88129056
a31	3.0450536e-14	2.0839869e-13	4.3853647e-13	4.5526176e-06	0.0038633405	0.57044303	0.4256891
a46	7.2603736e-16	1.3396634e-14	1.1322945e-13	8.011244e-06	0.0016421953	0.13087068	0.8674791
a14	4.575225e-14	7.109428e-13	3.2883258e-12	1.2137355e-05	0.010053958	0.5068482	0.48308572
a8	4.9364345e-14	2.8633243e-13	4.90248e-13	1.4192071e-05	0.00016013872	0.1944301	0.80539554
a31	6.178357e-16	5.5926595e-15	1.672774e-14	4.0685054e-06	0.0023743585	0.3384721	0.65914947
</S>	4.97909e-16	5.5693467e-15	2.1027717e-14	3.524955e-06	0.0017293956	0.20343584	0.7948312
