 	se	vieni	alle	sette	ancora	non	è	pronto	</S>
a10	2.7096235e-08	9.577306e-06	0.016804466	0.05110734	0.03389185	0.0013129234	0.0005774106	0.2420278	0.6542686
a15	1.27335085e-08	3.995373e-10	0.0021225726	0.019065036	0.004066391	0.13230968	0.8405028	0.0019069908	2.6481917e-05
a31	4.385417e-12	2.776825e-13	0.00048511053	0.81920046	0.039987303	0.034992825	0.032381594	0.07281729	0.00013534389
a21	5.3484005e-11	2.7692703e-13	0.00015625797	0.930278	0.050337687	0.009352871	0.0036365592	0.0062361006	2.4109354e-06
a31	7.2499705e-16	1.2069056e-15	0.00027201403	0.96245295	0.023150153	0.0016013819	0.00049142214	0.012024817	7.260469e-06
a8	5.84946e-13	3.5964161e-12	0.00032779336	0.43347016	0.10547338	0.0042766756	0.007903788	0.44853574	1.246204e-05
a31	1.7520072e-17	3.7862725e-14	1.6661972e-05	0.16574973	0.22770864	0.16097382	0.26221016	0.18333732	3.7186182e-06
a20	2.662974e-15	4.9778792e-12	1.425315e-06	0.00057216367	0.00327669	0.004398896	0.015067643	0.9765826	0.00010058199
a39	1.1985521e-16	1.3307415e-12	2.8496585e-09	0.0003873993	0.0032774422	0.000611598	0.0011412852	0.99431396	0.00026833086
a20	3.9288015e-17	2.7746794e-13	4.0078788e-10	4.0669063e-05	0.00091879093	0.00024476158	0.00039966617	0.99823123	0.00016476311
a46	1.568882e-17	3.242701e-14	7.501133e-11	1.504797e-06	7.761428e-05	4.4872428e-05	7.721479e-05	0.9996159	0.0001828074
a31	1.7825397e-18	1.3735782e-14	7.644648e-11	9.484898e-06	0.0001455418	4.842479e-05	4.6136938e-05	0.9977362	0.0020141401
a39	8.094032e-18	2.676943e-15	1.424649e-10	6.069603e-06	1.9854486e-05	3.7107761e-06	4.0927525e-06	0.99593335	0.004032897
a31	3.721651e-18	1.0089798e-15	6.464113e-12	2.2770787e-07	1.6289976e-05	1.3838566e-05	3.692252e-05	0.99783367	0.0020991382
a20	3.321666e-18	5.945619e-17	1.7705077e-11	3.9416085e-07	2.479188e-06	3.912606e-07	3.410111e-07	0.9894153	0.010581149
a31	4.6138273e-18	3.1759765e-16	4.842565e-12	2.994748e-07	1.33443455e-05	8.461854e-06	2.2936865e-05	0.98498374	0.014971165
a46	1.6137352e-18	1.2218955e-17	4.557238e-12	2.1009491e-07	2.8492348e-06	6.9624156e-07	8.8035085e-07	0.9752407	0.024754606
a31	7.9361346e-18	2.1277134e-16	1.468413e-10	1.8491533e-05	0.00013845881	7.785412e-05	0.00013882226	0.9152198	0.08440664
a46	8.127639e-18	2.864489e-17	6.132784e-10	2.0055424e-05	6.2842606e-05	1.5503958e-05	2.449217e-05	0.8985442	0.101332925
</S>	3.0820776e-17	3.5469645e-16	8.364063e-10	7.382518e-05	0.00035174907	0.00014008275	0.00024027201	0.86921483	0.1299793
