 	io	non	ho	niente	da	mangiare	</S>
a8	3.6903046e-08	9.2530775e-07	0.00010123893	6.3340194e-06	0.010583114	0.42905772	0.56025064
a31	0.00072823616	0.011189868	0.028516412	2.5117808e-05	0.24001287	0.5334441	0.1860834
a8	4.704778e-05	0.00022993734	0.0053074304	3.2454423e-06	0.24508858	0.18535037	0.5639734
a20	8.994923e-08	5.907868e-05	0.02227729	3.1686798e-06	0.31873298	0.2707883	0.3881391
a31	1.7832494e-11	1.4352398e-06	0.0056373286	1.3423312e-08	0.10579023	0.49134338	0.39722767
a14	6.60795e-10	3.1971485e-08	5.699871e-06	1.9646794e-07	0.096115746	0.79759926	0.10627904
a31	5.947188e-13	1.4427196e-11	9.630215e-07	1.1250935e-09	0.005351136	0.8268786	0.16776931
a13	1.4012118e-11	1.01314235e-07	0.000103865765	1.0486759e-07	0.015264519	0.60269153	0.38193983
a37	2.1168263e-11	5.6526844e-10	1.998535e-05	1.1568331e-09	0.0015304957	0.69800055	0.30044895
a10	2.8988542e-11	3.583674e-10	1.1650459e-05	5.2727e-10	0.0003756368	0.5595299	0.44008285
a20	8.123887e-12	8.211787e-11	1.3072456e-07	2.8537022e-11	1.81341e-05	0.09551163	0.9044701
a7	7.843735e-12	2.4258899e-11	1.8889564e-08	2.716457e-12	2.2566414e-07	0.019129924	0.9808699
a18	2.3902675e-12	7.761339e-12	2.7639924e-09	3.28724e-13	5.2810766e-08	0.009133316	0.99086666
a44	1.5131285e-13	6.70468e-13	7.4431766e-10	8.6203634e-14	1.4863812e-08	0.004749918	0.9952501
</S>	1.3093446e-14	3.900405e-12	2.5497018e-08	1.8508097e-13	2.587395e-06	0.014461381	0.98553604
