 	sta	seduta	nel	giardino	</S>
a20	2.0712257e-08	0.00047490568	0.025702488	0.9733617	0.0004609216
a17	0.002764179	0.07557501	0.8402078	0.0571544	0.024298519
a20	6.019619e-07	0.0015105666	0.9678669	0.010110023	0.02051196
a31	2.095551e-10	0.00014265298	0.98752546	0.0054191328	0.0069128214
a17	1.93988e-09	9.445772e-05	0.9835042	0.01296834	0.0034330415
a31	3.9168538e-13	4.817634e-07	0.8970338	0.04198361	0.060981974
a46	1.8700193e-10	6.0736416e-05	0.76723284	0.14962797	0.08307843
a31	9.0506494e-14	9.156084e-09	0.48507923	0.31900048	0.19592024
a20	1.7488833e-14	7.0221375e-08	0.1518733	0.8242815	0.023845125
a31	5.905803e-14	4.5284734e-10	0.01585024	0.7109824	0.27316743
a20	6.2687786e-16	1.8080024e-09	0.033817682	0.9044862	0.061696246
a18	1.924245e-14	2.1236417e-10	0.003745732	0.38302338	0.6132309
a46	3.6686966e-15	6.236178e-11	0.00552191	0.43883336	0.55564475
a20	1.1731586e-16	7.322491e-13	0.004620146	0.28583398	0.70954585
a31	1.0235886e-14	1.62962e-11	0.00015462557	0.25068092	0.74916446
a18	6.56571e-17	1.0222436e-12	0.001477229	0.19112648	0.80739623
a31	9.050795e-16	2.328248e-12	0.00066846085	0.73387617	0.2654554
a0	1.0849091e-17	5.835047e-14	0.00036354546	0.049631957	0.95000446
a31	8.29664e-16	1.2636367e-12	0.0002247445	0.83085483	0.16892047
a8	8.78769e-18	1.1206619e-13	0.00041062725	0.09915957	0.90042984
a31	2.931523e-16	8.975622e-12	0.0011266514	0.8000139	0.19885945
a18	2.0747134e-17	8.592563e-13	0.00022564162	0.12348345	0.87629086
a31	3.2150597e-16	3.2641996e-13	0.00020855501	0.79053396	0.2092575
a17	1.7158485e-17	4.8074923e-13	0.00010271167	0.10192248	0.89797485
</S>	3.022975e-16	1.782009e-13	9.238126e-05	0.65101206	0.3488956
