 	il	vino	buono	deve	essere	invecchiato	</S>
a24	1.1836698e-05	0.00012463408	0.03104032	5.0925784e-05	0.9420005	0.02658741	0.00018430549
a46	0.0018072077	0.005847236	0.029306026	0.0002431482	0.071430944	0.8903001	0.0010653469
a31	0.3267666	0.28870335	0.031398863	0.011544069	0.05735036	0.2839251	0.00031167234
a17	0.093207054	0.4164784	0.10349591	0.003081257	0.07526207	0.30832162	0.0001537118
a37	0.0008341936	0.18075646	0.047921624	0.0034258084	0.07555965	0.6911472	0.000355052
a31	1.4791335e-07	0.0073909312	0.018111536	0.0017043246	0.10794055	0.86437505	0.00047750733
a39	4.6926532e-05	0.0066846907	0.1527884	0.014776133	0.24630266	0.5778209	0.00158025
a31	2.501165e-11	0.00018061798	0.0012831554	0.0015260099	0.13916679	0.8554081	0.0024354076
a37	1.9599336e-10	2.3777311e-05	0.018343097	0.00093862874	0.51074576	0.4636329	0.006315812
a31	6.0359135e-12	7.1647305e-06	0.0002546687	0.00014868514	0.20877334	0.7885479	0.0022682322
a46	3.8904895e-13	2.0950695e-06	0.006427598	1.5771828e-05	0.27022067	0.70898724	0.014346624
a31	8.6892977e-13	9.12278e-07	0.0009971819	0.000604798	0.52563334	0.45859453	0.014169225
a46	4.1272382e-14	1.214012e-07	0.0029230332	2.159937e-06	0.21433532	0.6803295	0.10240986
</S>	1.1623034e-13	1.47162e-07	0.00021981796	7.6285985e-05	0.40721262	0.56064785	0.031843297
