 	non	ha	che	li	aspettiamo	</S>
a46	1.4294504e-09	5.747858e-08	3.5805892e-06	0.00020695548	0.99865294	0.001136491
a31	0.0037807121	0.00032227402	0.007169699	0.44949767	0.48610747	0.053122155
a15	3.9305955e-06	1.2498974e-07	0.050192107	0.83004063	0.119317085	0.00044607883
a31	1.7979849e-08	2.6859224e-08	0.0036978135	0.18626167	0.76595974	0.044080798
a28	5.4256684e-08	3.4113953e-08	0.0108453855	0.84057784	0.14849664	8.009627e-05
a20	6.6739936e-10	8.688547e-08	4.6119607e-05	0.0060794977	0.9933537	0.0005205287
a11	1.8448959e-10	1.6945563e-08	8.5590145e-06	0.00073110405	0.99697685	0.002283397
a31	2.3804695e-12	2.945747e-11	4.7472135e-08	6.635955e-06	0.9948748	0.005118569
a11	9.873079e-15	8.037902e-13	3.545243e-09	8.826302e-07	0.99991	8.919731e-05
a31	1.9775536e-13	1.4607091e-13	9.118979e-10	1.0840991e-07	0.9977495	0.0022503776
a46	2.9122314e-16	1.7945587e-14	1.6107661e-10	9.687117e-09	0.996546	0.0034540454
a31	1.2014471e-15	2.9092954e-15	4.862695e-10	1.1391961e-08	0.99145526	0.00854471
a11	5.7850855e-17	9.435224e-16	3.042488e-11	6.8725653e-10	0.8715045	0.1284955
a31	2.9213777e-15	3.3484163e-16	4.31123e-11	1.2929744e-09	0.88653195	0.113468125
a11	9.844039e-17	4.8438167e-16	1.04338985e-11	2.5641675e-10	0.37588602	0.62411404
a46	3.899483e-15	3.719492e-16	2.1452142e-11	7.734329e-10	0.5512298	0.4487702
</S>	4.0246995e-15	4.5936365e-14	3.0496972e-10	1.9461725e-08	0.32440948	0.6755905
