 	se	avevi	visto	le	nuvole	sapevi	che	piove	</S>
a20	9.394046e-10	0.00036074154	0.05798939	0.098823614	0.014089863	0.00013142134	0.21098591	0.0016183619	0.61600065
a13	9.334557e-07	0.0017622082	0.042665355	0.21045174	0.40434003	0.041534804	0.22060579	0.029087838	0.049551334
a20	1.6351926e-07	2.3097416e-05	0.0017513278	0.0042586536	0.01608422	2.3182974e-05	0.27342403	0.002227673	0.7022077
a7	3.0204378e-10	4.7823487e-06	0.0003391269	0.0019401597	0.009677648	3.7362477e-06	0.26633057	0.0005132975	0.7211907
a36	5.937562e-13	4.0145306e-07	2.8263861e-05	0.0009044742	0.011400574	1.2008618e-06	0.37729636	0.00025401622	0.61011475
a7	3.5686742e-13	6.7165774e-07	1.5668992e-06	5.0961786e-05	0.0026252742	4.35229e-06	0.24712318	0.0006603177	0.74953365
a31	3.609149e-15	2.0820211e-08	1.5909654e-06	0.00041368284	0.0260161	4.828888e-06	0.7078967	0.00051275606	0.26515424
a37	5.8081752e-15	2.6716513e-08	8.8284615e-08	1.881467e-06	0.00037801903	6.4900432e-06	0.12096534	0.0002080746	0.8784401
a31	3.5268385e-16	4.388515e-10	3.5441023e-08	3.1693737e-05	0.012856062	4.1474013e-06	0.83678454	0.00028552613	0.15003794
a37	3.0352023e-14	1.9802542e-09	3.0424087e-07	4.867459e-06	0.0004727058	4.589666e-05	0.1608338	0.00016534817	0.838477
a41	1.773549e-15	7.126759e-13	5.6815014e-10	2.9668936e-06	0.0025208064	1.2739512e-06	0.94400746	3.857773e-05	0.053429
a21	3.045884e-15	1.6952462e-13	8.788635e-10	1.9313327e-06	0.00032690278	1.2763662e-06	0.20595914	0.00010770439	0.79360306
a31	2.6597444e-14	1.4814129e-14	1.4040933e-11	1.880943e-07	0.0006145537	1.2653466e-07	0.83194214	8.733019e-06	0.1674343
a39	2.8684347e-14	4.3788866e-12	1.8481009e-07	3.5271947e-05	0.00039178666	1.0975988e-06	0.05128198	0.0003706485	0.9479191
a13	3.965687e-13	1.0915894e-12	1.8554367e-08	6.461777e-05	0.011277383	2.7296471e-06	0.9219342	0.000101844234	0.06661926
a31	1.7714481e-13	1.5415405e-13	1.0292897e-09	6.154593e-06	0.0024602422	3.5078463e-07	0.7452078	8.220826e-05	0.25224325
a20	2.9438221e-15	7.4152446e-13	1.1345607e-07	2.223787e-05	0.00019634333	4.576817e-07	0.012344456	0.0021803344	0.9852561
a31	3.8907926e-13	7.977954e-13	3.1363803e-09	3.925768e-06	0.0017632714	4.1936556e-07	0.69338816	6.8083325e-05	0.30477613
a35	1.3392386e-15	9.125371e-14	7.580861e-09	5.554765e-06	7.519529e-05	1.2333601e-07	0.005654657	0.0009157115	0.9933488
a31	2.2299333e-14	2.1553636e-11	1.6878397e-06	0.00031737337	0.004708139	1.810381e-05	0.23403266	0.01562772	0.74529433
a26	9.840381e-15	3.7078802e-11	2.877942e-06	6.818517e-05	0.000427574	4.160282e-06	0.015522714	0.025741534	0.95823294
a9	1.1905453e-13	1.1604559e-13	9.686144e-09	4.367316e-05	0.0034073242	2.7384962e-07	0.28800067	0.00030793017	0.70824015
a33	3.1522612e-14	2.92132e-11	2.6779755e-06	0.00014450922	0.0015502416	4.7267593e-05	0.08322346	0.041342262	0.87368953
a31	2.7203215e-14	1.921362e-11	1.4530914e-06	0.0001760234	0.0024597894	5.4659355e-05	0.11605143	0.036116607	0.84514004
a39	2.0696657e-15	6.8719114e-13	1.0118561e-07	2.1650176e-05	0.00019568438	1.3395518e-06	0.008479471	0.0070337155	0.984268
a24	8.2399616e-14	1.00084986e-13	1.0530292e-09	2.1003061e-06	0.00096597825	2.2829491e-07	0.27650344	0.0004879534	0.7220403
a37	6.057118e-15	1.4737599e-14	4.146911e-12	2.7022982e-09	9.476334e-07	1.4688133e-09	0.004133732	5.4900596e-07	0.99586475
a7	1.7192827e-14	1.2549138e-14	4.6593658e-12	4.496783e-09	3.522116e-06	5.4209184e-09	0.066470526	1.5461887e-06	0.93352437
a17	6.179528e-14	5.159094e-14	2.68606e-11	1.6443023e-08	1.0909448e-05	1.0447517e-08	0.28406024	4.4504814e-06	0.7159243
a24	6.0697682e-15	1.911498e-14	3.5780964e-10	1.0442949e-06	0.00016124564	1.3427638e-07	0.07791813	0.0002522791	0.92166716
a34	5.886016e-15	5.346312e-15	1.9321338e-11	4.0161645e-08	3.2141226e-05	6.188169e-08	0.0510981	2.0489777e-05	0.9488492
a37	5.575965e-15	2.745628e-14	1.9595567e-10	5.9442584e-07	0.00024267832	7.21316e-07	0.10454308	0.00020804009	0.8950049
a31	4.407481e-14	4.7003918e-14	5.71381e-10	1.4501852e-06	0.0008619529	5.966768e-07	0.31349662	0.00023015415	0.68540925
a37	1.33922135e-14	1.5018106e-12	3.58199e-07	8.493822e-05	0.00072678365	1.1689709e-05	0.02476778	0.013056885	0.96135163
a41	1.11764595e-13	1.7526377e-14	2.1297344e-11	1.24556765e-08	2.9155267e-06	1.5117483e-09	0.018246435	9.0359293e-07	0.9817498
a31	6.419573e-15	9.102138e-14	1.648459e-08	1.7671113e-05	0.0003945524	3.1345298e-06	0.026912566	0.0026773445	0.96999466
