 	non	aveva	da	stare	</S>
a37	1.2251455e-06	6.165091e-05	0.028144881	0.48583156	0.4859607
a38	0.012078024	0.0018943581	0.10532576	0.16408633	0.7166155
a24	0.0001117596	0.00011572475	0.29261756	0.02450844	0.6826466
a8	1.3700809e-06	3.0919684e-06	0.08685202	0.0055684582	0.907575
a17	5.10373e-07	2.0307345e-06	0.10175655	0.006273423	0.8919675
a31	3.2232501e-09	7.1995714e-08	0.018715128	0.0031485183	0.97813624
a20	1.4528395e-09	2.5694744e-08	0.017490592	0.0035472973	0.9789621
a8	6.130981e-13	3.007492e-10	5.153542e-05	0.0005250775	0.9994234
a31	9.0514586e-13	1.3110284e-10	1.5294529e-05	0.0002953736	0.99968934
a20	2.0879247e-12	1.9004481e-10	1.734908e-05	0.0004638907	0.99951875
a31	1.1563315e-12	9.689226e-10	3.6031192e-06	0.00028175462	0.9997147
a8	8.321445e-14	7.248821e-11	1.0691161e-06	2.5699048e-05	0.9999732
a31	9.249463e-13	7.648761e-10	5.0292097e-06	0.00080626854	0.9991887
</S>	6.391919e-14	4.139608e-11	6.3606734e-07	0.00011743794	0.99988186
