 	le	melanzane	vogliono	girate	</S>
i	0.987753885	0.011207459	0.0006716654	3.5276782e-05	0.0003316636925
m	0.715650545	0.204637808333	0.0793517697333	3.6791651e-05	0.000323013350167
a	0.583082631667	0.311105006111	0.105561366444	6.51596673333e-05	0.000185784516056
r	0.511291801889	0.416177172037	0.0691362986813	0.00257038213244	0.000824320185352
a	0.214906181963	0.689157800679	0.0834561228938	0.00606642904415	0.00641344729512
n	0.0919448139877	0.647442086893	0.247449490965	0.00516176641472	0.00800183906504
g	0.0594710313292	0.553885372298	0.381283603655	0.00221644580491	0.00314351476835
i	0.0497038794431	0.646098304099	0.294714424552	0.0074493668683	0.00203398913612
à	0.0273096791477	0.5078192097	0.450383381517	0.0126766976228	0.00181105973537
n	0.0206554453826	0.2216790369	0.748702617172	0.00812628137427	0.000836660615123
e	0.0178869541609	0.0905705475333	0.788082019057	0.0753271582914	0.0281333276517
i	0.00714956475363	0.0327633353444	0.764930953019	0.14866008943	0.0464960608839
t	0.00406757625121	0.0127162091815	0.852568231006	0.105125459477	0.025522560728
è	0.0026755682504	0.0074240888605	0.853929507002	0.118363429492	0.0176074053427
l	0.00504997558347	0.0077537899535	0.837767735667	0.135087649831	0.0143408157776
u	0.00572007334782	0.0063093524345	0.596048961889	0.311431449944	0.0804901362559
n	0.0350062342693	0.00881215092817	0.429076997296	0.419609703315	0.107494868085
e	0.0447637868898	0.00968239040939	0.369214573765	0.496591464438	0.079747768695
v	0.180601741097	0.0180335585698	0.194111379255	0.529758601479	0.0774947062317
o	0.226025313299	0.0207919681233	0.132749514852	0.548198560493	0.0722345920772
t	0.1067535807	0.0083254742411	0.0726421267173	0.724252800164	0.0880259940257
i	0.0671547336	0.0042375359337	0.0526560260391	0.730344626721	0.145607081342
m	0.0344405559	0.00215848683123	0.0292453911464	0.783523988907	0.150631596114
m	0.0245911823	0.00368126554374	0.0273445180488	0.860234306302	0.0841487363713
è	0.0108090904	0.00398097258125	0.0157840477829	0.700912278767	0.268513597457
n	0.0453587074333	0.0163997299271	0.0507115086943	0.456072509589	0.431457522486
e	0.0566272873111	0.0206882839424	0.0622775361481	0.35460448653	0.505802384162
</S>	0.0294706009055	0.0110488879212	0.031580842949	0.312019893265	0.615879772081
