 	tu	quante	bottiglie	hai	rotto	dieci	</S>
e	0.39050662	0.565367485	0.04243548	0.00080537819	0.0003963531085	0.00015590822365	0.0003327486035
s	0.166305865	0.792560261667	0.0393459025	0.000925499303333	0.0003770042917	0.000156523670783	0.000328905323067
ù	0.0754327173333	0.779195240556	0.144018988667	0.00103023610778	0.000153942282767	5.39040107277e-05	0.000114962891922
p	0.0741055897778	0.732816216852	0.182341235889	0.0104359438693	0.000143798314256	9.90155978092e-05	5.8216691974e-05
ò	0.0715955081259	0.541328440617	0.37007770163	0.0163435309564	0.000333989741419	0.000117138405603	0.000203745542991
s	0.130638047575	0.354671498539	0.462394958877	0.0512899483188	0.000582456193806	0.000154968921534	0.000268209830997
e	0.148935472372	0.269454238613	0.513346087959	0.0661951144396	0.00116277713127	0.000171182830178	0.000735203480332
b	0.221189097304	0.169908001971	0.566164492653	0.0399915708132	0.00150256311042	0.000139340186393	0.00110495476011
o	0.245218931431	0.13536118709	0.551344927551	0.0621108046044	0.00417622477014	0.000138100367131	0.00164980845337
t	0.12613979614	0.0548163574633	0.690137842517	0.114481334868	0.0104037709234	0.00035026420071	0.00367061481779
t	0.08832196238	0.0283117498544	0.514124597506	0.352458654956	0.0125891764745	0.000836515266903	0.0033573187426
ì	0.0313828186713	0.0106824407515	0.358728465835	0.536724451652	0.0509791313248	0.000931714068968	0.0105709577175
g	0.0225202304351	0.0064303294505	0.284687785278	0.611190527217	0.0615048343416	0.000710773552989	0.0129555066058
l	0.0598361514784	0.00602267175017	0.145452963426	0.760391952406	0.0230420427472	0.000890539000996	0.0043636520886
i	0.0603353509195	0.00417444585006	0.0580611588087	0.795818450802	0.0701512649824	0.001158968067	0.0103003825495
e	0.0232564577332	0.00513351005002	0.0273188131362	0.748136083601	0.171152061661	0.00518428052233	0.0198188285165
ì	0.0118314613444	0.00957579201667	0.0138884729121	0.726101694534	0.205359910554	0.0145337655074	0.0187088961722
s	0.00621751688147	0.00860333920556	0.0093757289707	0.797332264845	0.153669052185	0.0139618628358	0.0108402422207
e	0.00351468304382	0.00499981193519	0.00632208512357	0.598800324948	0.336715179395	0.0151356696119	0.0345122415702
g	0.0123496500979	0.00827606964506	0.00463642170786	0.324396384983	0.432692573132	0.121271685871	0.0963771955234
l	0.015989092266	0.00873502208169	0.00332797607595	0.230683998328	0.501954124377	0.152817329957	0.0864924184745
a	0.006494535332	0.0062703800939	0.00151465858865	0.106602360776	0.541886791459	0.252895934652	0.0843352827915
m	0.00712987512067	0.018971985898	0.00242913921955	0.0673625849253	0.49542569382	0.303194231551	0.105486422264
m	0.00771069244022	0.022213826766	0.00257656100652	0.0541884953084	0.707621034607	0.144283986184	0.0614053537547
è	0.00338962261341	0.0116903740553	0.00111934726217	0.0221858373361	0.548872682202	0.180674894395	0.232067202918
n	0.00567263927114	0.0167745866851	0.00276363784739	0.149287811012	0.206343978067	0.299086118132	0.320071199306
a	0.00658923800371	0.0193502445617	0.00370880064913	0.192371161137	0.0857709230223	0.431111332711	0.261098298102
d	0.0066747362479	0.0149053298539	0.00224694151638	0.069181075179	0.0352014363408	0.562194810904	0.309595666034
è	0.00643533293263	0.0102979634846	0.00128644704879	0.0269554868263	0.0152394866469	0.704896823635	0.234888450011
k	0.00279461549421	0.00438611829487	0.00050535713293	0.00979924637543	0.0065710911823	0.842697127878	0.133246429337
a	0.00185316636474	0.00729556603162	0.000992867550977	0.00489533865848	0.00410142132743	0.665303109293	0.315558514446
</S>	0.00141315048237	0.0118125075158	0.00168438527549	0.00385808462924	0.00324991291372	0.453344054646	0.524637887223
