 	l'	anno	che	viene	mia	sorella	sta	per	sta	per	studiare	medicina	</S>
t	0.652394295	0.32854229	0.01264967675	0.00280990724	0.000278039545	0.0032175238155	3.561902485e-05	1.30559128e-05	1.67150309e-05	6.92609805e-06	1.552526395e-05	5.9648495e-06	1.43960385e-05
o	0.373078505	0.59048081	0.02658102775	0.00525271821333	0.000615476448333	0.00381672960517	5.86376316167e-05	2.81024502667e-05	2.35577799667e-05	1.29247406833e-05	1.914907465e-05	1.06806405e-05	2.16604261667e-05
c	0.165259307667	0.74948902	0.0651384009167	0.0147808167378	0.00103197068278	0.00416404076839	4.87183268722e-05	2.65198152889e-05	1.56999392222e-05	1.07899418711e-05	1.06343866167e-05	8.5669859e-06	1.55240038556e-05
h	0.066307667889	0.702599033333	0.163344323639	0.0496475265793	0.00566868876093	0.0122394895895	0.000109673195291	4.66018802963e-05	1.41100083074e-05	6.0218718337e-06	5.95898427223e-06	4.2218947e-06	6.65040575187e-06
r	0.0391958746297	0.634744797778	0.24254058788	0.0599101971931	0.00959362458698	0.0136195721965	0.000236952311764	0.000103942456765	2.51396707691e-05	1.30736801779e-05	4.79778219074e-06	7.07077256667e-06	4.31915231729e-06
ò	0.0218405544532	0.603076742593	0.328431502627	0.0321553323977	0.00827596652899	0.0057970513655	0.000260685720588	9.8487561255e-05	2.47630502564e-05	1.48291461593e-05	3.28446936358e-06	7.24718635556e-06	1.34758168391e-05
n	0.0105023257277	0.636441460864	0.315207744209	0.0260546571326	0.005397303643	0.0061456660885	0.000164629539196	4.5323120785e-05	1.32141194855e-05	6.94071268643e-06	2.15577448119e-06	2.97202964852e-06	1.5534703423e-05
o	0.0066735589809	0.491587908621	0.411289124736	0.0551250570442	0.024022803681	0.0103630673628	0.000706002285399	0.000134692638295	3.59257725618e-05	1.71433174288e-05	5.24402365373e-06	4.37494307951e-06	3.51016906177e-05
k	0.00928000739863	0.27944526454	0.546874821579	0.0880039723481	0.0468380645603	0.0272314384543	0.00186207539513	0.000199074739432	0.000102096660854	2.94902354763e-05	9.08178688458e-06	7.26134375984e-06	0.000117387793539
a	0.0101427051139	0.203430712513	0.51046854386	0.120333104116	0.116419438187	0.0343793758181	0.00393330966504	0.000441437013144	0.000169190596951	3.74230294921e-05	1.55725799615e-05	7.46530465328e-06	0.000221749344513
m	0.00490246748563	0.098955155171	0.459750931287	0.131155236705	0.252125779396	0.0425242939394	0.00882676242168	0.000801915884381	0.00037815483565	7.3400153164e-05	3.72559469872e-05	1.17627843844e-05	0.000456937214838
b	0.00374218066188	0.0729286367237	0.349209083762	0.152327324235	0.336084449799	0.0749140513131	0.00909256294056	0.000749703498127	0.000392607795217	7.2032450388e-05	3.64810272291e-05	1.47857304615e-05	0.000436165135613
è	0.00185916491829	0.0375651020412	0.231264001254	0.228033398078	0.405298573266	0.081523673771	0.0113829024469	0.00182831242271	0.000458908048406	8.33618461293e-05	6.4931280643e-05	1.43917621538e-05	0.000623283342538
n	0.00485557630376	0.0418516621471	0.144372610418	0.237175639359	0.370435141089	0.17902415459	0.0179967558156	0.0025681107409	0.000752477282802	0.000196138732043	7.33323941477e-05	1.79004913846e-05	0.000680458808913
n	0.00955817010125	0.059900122049	0.092554646306	0.168876506453	0.203302632363	0.45046309153	0.0129222212052	0.0014254333253	0.000545706804267	0.000181330532014	2.52116763259e-05	1.49021120949e-05	0.000229997012971
i	0.00690621801242	0.0374409297563	0.0361960431687	0.101514822151	0.296230199454	0.47998500051	0.0342468360017	0.00565027608677	0.00108810287809	0.000217239448671	8.92731731186e-05	1.5325545665e-05	0.000419745652924
t	0.00342726431614	0.0145093104921	0.0575501092896	0.0538836523837	0.499583886485	0.304621416837	0.0564770873339	0.00738059012892	0.00161437112603	0.000267388449557	0.000119772355373	1.83630678883e-05	0.000546806887641
i	0.00226522241338	0.00684732998737	0.0639180730632	0.0317047274612	0.499164888828	0.292197818946	0.085748327778	0.0139976674763	0.00289055570868	0.000444883183186	0.000207766259458	2.08362652961e-05	0.000591899199214
n	0.00165840617913	0.00413205331912	0.0474229296544	0.0206930031537	0.456477516276	0.291206459649	0.153652982593	0.0179917332588	0.00478042673623	0.000625183977729	0.000289863099819	2.54216737654e-05	0.00104399513307
a	0.00146338627304	0.00323343187971	0.0415512752515	0.0133817833846	0.332794538759	0.416487539883	0.157916937531	0.0240334618529	0.00603953724541	0.00168845594258	0.000406480673273	7.56620999218e-05	0.000927450464357
d	0.00156379820435	0.00234271166657	0.0377194117838	0.0104182771282	0.210844449586	0.447054096628	0.24459152251	0.0299771812843	0.0113627304151	0.00239072281419	0.000482701654424	9.13747733073e-05	0.00116099290812
r	0.00161610449145	0.00258510182219	0.0426584539279	0.0085020195094	0.171421658529	0.236834348876	0.444643807503	0.0703472710948	0.0171739664717	0.0020867590714	0.000518443554808	8.64378111024e-05	0.00152564983604
e	0.000577786404483	0.0015857116574	0.0206613161226	0.0052564965698	0.096932001843	0.253237896292	0.433534422501	0.145659093698	0.0274730804906	0.0106987829905	0.00254805163827	0.000522748313701	0.00131262657868
f	0.000334717425494	0.000704364202467	0.0138527265209	0.00402812488993	0.0649333809477	0.282245755431	0.433891110834	0.131816676566	0.0481071821635	0.0149320733302	0.00325252652609	0.0006357621829	0.00126558802623
f	0.000344069965165	0.000748761334156	0.017645979507	0.00401374739664	0.0814706969826	0.174228595144	0.549403703611	0.113835974189	0.0475311860545	0.00791571371007	0.00166285082203	0.000261265385967	0.00093744437541
