 	non	ha	che	li	aspettiamo	</S>
e	0.539242985	0.3944252	0.0491672325	0.0139095955	0.00120605942	0.00204891907
n	0.298408375	0.54138388	0.134937540833	0.0151099413333	0.00772811427333	0.00243212619
è	0.119734241667	0.611275223333	0.233811840278	0.0245714202778	0.00929260102778	0.001314646955
n	0.0891110605557	0.545004857778	0.215347186759	0.0389291424259	0.0881793002793	0.02342843971
a	0.0713842635186	0.327748804259	0.26067472892	0.192942605475	0.115780152926	0.0314694738033
t	0.0372263945062	0.15717460642	0.425024086307	0.308216685158	0.0607691378087	0.0115891211344
u	0.0230872759354	0.08225775514	0.355179122102	0.476964231719	0.0519587226029	0.0105528706781
s	0.0212592597451	0.0349729880467	0.147453723701	0.51898060724	0.261401790201	0.0159316205594
m	0.0205107978117	0.0194685984156	0.066359738567	0.55047501908	0.331670488734	0.0115153513998
ì	0.00707867316723	0.0084923895052	0.032513917189	0.643511339693	0.167182854911	0.141220792347
n	0.0382213837224	0.101104474135	0.0573429423963	0.472854659898	0.143613641637	0.186862837349
o	0.0490229903741	0.132402443112	0.0636839394654	0.278488998633	0.316755783879	0.159645819016
m	0.020062535258	0.050288341104	0.0322660014885	0.161270138211	0.544423551293	0.191689449672
e	0.00991162466933	0.0220590301347	0.0214512298628	0.116393904404	0.615340507098	0.214843723224
</S>	0.00511308270967	0.0115592472174	0.0112583894814	0.063979329702	0.639615203549	0.268474771612
