 	le	melanzane	devono	girarsi	dopo	le	cucini	</S>
e	0.91991121	0.0616270225	0.0179348386075	0.00033381205665	8.26318948e-05	3.8410368e-05	2.6258631985e-05	4.57757473e-05
m	0.71707406	0.216387500833	0.0658236968692	0.000514843552217	8.64340369333e-05	3.82799867667e-05	2.89481743283e-05	4.62223586667e-05
a	0.472846706667	0.452578643611	0.0738930456231	0.000559888284072	7.46182776444e-05	1.65195586889e-05	1.27192277428e-05	1.78266901222e-05
r	0.354522175556	0.590586081204	0.0535371418744	0.00116710369469	0.000121768045881	1.86869778963e-05	1.57179865476e-05	3.13083723741e-05
a	0.213496114852	0.721753527068	0.0611535589581	0.00296782119823	0.00046788710196	5.04741669654e-05	1.77133936159e-05	9.28842121247e-05
n	0.114532211284	0.687860442356	0.189695797986	0.00709074879941	0.000592936650653	6.15261249885e-05	1.98355713053e-05	0.000146456104042
g	0.086026451428	0.439667674119	0.464624989329	0.0092253075998	0.000292139196884	3.69697309962e-05	2.06443893351e-05	0.000105797765101
i	0.0378335586093	0.351240064706	0.559681849776	0.0480308591999	0.00269930646229	0.000457193438665	1.88590210117e-05	3.8298145787e-05
à	0.0134944061931	0.253447571902	0.654778249925	0.0734983654	0.00404774272076	0.000697158459555	1.88272291039e-05	1.7661387529e-05
n	0.080864584921	0.121737804301	0.682252003308	0.107489184133	0.00701197414025	0.000373485903185	0.000259008986135	1.1932902443e-05
e	0.10343113919	0.0767887172337	0.567402207769	0.212859768044	0.0341073533801	0.00424157103773	0.000371554788712	0.000797685845481
è	0.0347059316133	0.0281535917346	0.684168155923	0.206173572681	0.0396893501267	0.00587032111258	0.000164939795571	0.00107411453849
n	0.0422737915378	0.0228326141015	0.591630311974	0.30023735756	0.0387628823756	0.00252925543753	0.00132848730452	0.00040525690083
e	0.0448476858193	0.0211889211672	0.288061010658	0.525937209187	0.104435817459	0.0121948451125	0.00177311443151	0.00156136606494
s	0.0189957222464	0.00858734828907	0.140759416886	0.700848649729	0.111344463486	0.0159539959042	0.00082660645717	0.00268376568831
e	0.0103629823188	0.00431089659636	0.0689259316287	0.780971896576	0.113150725495	0.0193312328347	0.00053335834239	0.0024129662961
g	0.0930465506763	0.0175680092655	0.0369543730429	0.709083532192	0.114324413832	0.0210283851449	0.00380458668746	0.00419016883203
i	0.120585806685	0.0218903664118	0.0206652825143	0.700130477397	0.113201349944	0.0144057685816	0.00503114197582	0.00408981893734
r	0.040812971355	0.00744854281393	0.0131947768381	0.700383059132	0.184735349981	0.0419577108605	0.00470207207194	0.00676552563911
è	0.0142428836217	0.00263649789798	0.0069929573027	0.585166706377	0.262832013327	0.11075180362	0.00731020402398	0.010066937413
t	0.00500033441057	0.000981351395993	0.00302418635757	0.431225532126	0.439802087776	0.106714236873	0.00736916050799	0.005883117381
s	0.0221330675035	0.00996586928866	0.0182608270192	0.394842194042	0.506647975925	0.0408141933577	0.00530043300266	0.00203545148567
i	0.0277468988945	0.0129977420962	0.0230314123164	0.301513830347	0.503037491975	0.117834579853	0.00368998940089	0.0101480744772
d	0.0177137506915	0.0048602830654	0.00819234348213	0.141712289116	0.610746150658	0.147373822284	0.054417745867	0.0149836434924
ò	0.0143671113838	0.00211476262513	0.00327119555404	0.0840615420387	0.620464996886	0.172914036428	0.092886925289	0.00991944116413
p	0.00581751378127	0.000819006488377	0.00138698345801	0.0396879080129	0.568956645629	0.191420275476	0.176839071763	0.015072616388
u	0.00314756589376	0.000651948806126	0.000837967019337	0.017491233471	0.41378585521	0.339688721825	0.191982207921	0.0324145331293
e	0.00564679176459	0.00101457060204	0.000808201593112	0.007642071957	0.189098356737	0.524875707275	0.19378484664	0.0771294987098
m	0.0305578292549	0.00114057150068	0.000728514517704	0.0104006066523	0.145022203912	0.438146652425	0.26576915888	0.108234506237
a	0.0348275121016	0.000994811616893	0.000566020259235	0.0114251080174	0.127746990304	0.319844834142	0.414820236293	0.0897744764123
r	0.0141893683839	0.000704434912298	0.000436818219745	0.0056789848058	0.054505046768	0.204547271381	0.641946012098	0.0779920351374
è	0.00709877132797	0.000386205907433	0.000214287285248	0.0031431230386	0.0240029603693	0.110300635127	0.781328557366	0.0735254403791
i	0.0108521523093	0.000949373149144	0.000234131963749	0.00121888358287	0.00838373328977	0.0464512030423	0.751360005789	0.180550530126
</S>	0.0180195941547	0.00162527367457	0.000326911016874	0.000756454491435	0.00439799072489	0.0294087615212	0.648960602894	0.296504465063
