 	prima	di	andare	alla	scuola	</S>
p	0.952033515	0.044543346	0.0030472954	0.00017676015	0.0001568574145	4.2167887e-05
r	0.700998341667	0.244232073667	0.0516925913	0.00259825122333	0.000459406104833	1.93104186667e-05
ì	0.300097129222	0.600517357889	0.0940483851	0.00458894624111	0.000468779248278	0.000279439221222
m	0.127212525074	0.66121070263	0.2076395597	0.00314888048037	0.000420164762759	0.000368201550407
a	0.067834554858	0.655798250877	0.268295566567	0.00475854816012	0.00044400117092	0.0028690582268
n	0.078161154786	0.538772583626	0.363807668856	0.00632493905337	0.00904571340697	0.0038878891756
a	0.0813553802087	0.243318155542	0.614947869619	0.0436367620178	0.0123000587023	0.00444175649187
p	0.0671026253496	0.115213005514	0.704547069873	0.0673554753393	0.0325459581341	0.0132358898306
à	0.0623295234932	0.055246152838	0.688667656624	0.13480468178	0.0438737477114	0.0150782086102
i	0.0298723718744	0.0219372764127	0.555720018875	0.304466103927	0.0615910392371	0.0264131235367
s	0.0196252858248	0.0197160492709	0.388558949625	0.332150107976	0.203936283079	0.0360132975122
t	0.00769933400827	0.023694642757	0.275240646542	0.400555399325	0.27298208436	0.0198279005707
i	0.00321463751942	0.0137683267857	0.139179871847	0.544720483108	0.24147287812	0.0576437985902
s	0.00235038622314	0.0109133727952	0.0611387652823	0.472413961036	0.33078852604	0.122394976197
k	0.00257942580771	0.0117951802651	0.0453458744274	0.280757003679	0.564749055347	0.0947734545657
ò	0.00218248096924	0.0065861340217	0.0299656304758	0.154804591226	0.661267121782	0.145194044022
l	0.00180574925641	0.0062534182739	0.0156745498253	0.0986372580753	0.715092090594	0.162536929341
a	0.00150777545214	0.00616941472463	0.0100554372084	0.0462402683584	0.679811606865	0.25621546778
</S>	0.00144686092607	0.00388581831231	0.0063298270042	0.0276014261792	0.532920068432	0.42781594889
