 	allora	io	ora	sto	studiando	di	maestra	ma	ho	una	sorella	mia	sorella	studia	quest'	anno	che	viene	per	medico	</S>
a	0.93572105	0.0491955605	0.014616267	0.000263237835	9.1306094e-05	2.74748045e-05	1.01042305e-05	6.2197535e-06	3.6322343e-06	4.23854045e-06	1.88419455e-05	2.7118332e-06	1.476088675e-05	2.78993345e-06	3.90537945e-06	2.8599576e-06	2.1225905e-06	7.1881648e-06	2.4551856e-06	1.7590395e-06	1.45265275e-06
l	0.831723816667	0.0959854001667	0.070937723	0.00119293996833	5.14169916667e-05	1.90508645e-05	6.87086363333e-06	4.12230413333e-06	2.75825795333e-06	5.06454795e-06	3.11868758333e-05	1.99982503333e-06	1.687588325e-05	1.88273766e-06	3.60301151667e-06	2.34315085e-06	1.43467143333e-06	6.52735882e-06	1.61188255e-06	1.56152146667e-06	1.71426105e-06
l	0.513630620556	0.258568313389	0.225619704333	0.00204131132278	5.27125935556e-05	2.70004321667e-05	6.94710834444e-06	3.16052851111e-06	1.34654360444e-06	4.33297095e-06	2.45833665111e-05	1.06169482111e-06	8.73098308333e-06	8.12169233333e-07	1.80328318222e-06	1.08875316e-06	7.41964124443e-07	2.318291605e-06	6.7198582e-07	1.39521655556e-06	1.28462853333e-06
ò	0.226579255185	0.42809739113	0.333981628111	0.00948402834093	0.00162451119652	0.000169937556722	2.31514411148e-05	9.04915633704e-06	1.54779050148e-06	3.25288475e-06	1.28438114037e-05	9.37623083703e-07	4.67745936111e-06	7.73472514444e-07	1.07713857074e-06	7.3268128e-07	5.73874234814e-07	1.18621581333e-06	5.83561326667e-07	1.01073385185e-06	1.83599802778e-06
r	0.167363235062	0.399837430377	0.327798566037	0.101386798114	0.00306978259884	0.000279800752241	3.16621943716e-05	1.04021847123e-05	4.41447783383e-06	1.885407195e-05	0.000148003379135	2.37396486123e-06	3.33302174537e-05	1.80196187148e-06	5.51519052358e-06	2.36990659333e-06	7.83952208271e-07	1.28212000444e-06	8.09791565556e-07	7.55381950617e-07	1.99175942926e-06
a	0.113223450354	0.352029356792	0.335706528679	0.178543786038	0.0180907020663	0.00158263436075	0.000171015694124	6.14137678374e-05	1.86692109446e-05	4.298742465e-05	0.000318667506378	9.68438662041e-06	0.000100340007485	9.07962429049e-06	1.49972045079e-05	9.18774419778e-06	4.88442105276e-06	1.13304012348e-05	5.74492527852e-06	3.74316175021e-06	4.17532238631e-05
e	0.050896094018	0.332288502264	0.452033726226	0.135751507013	0.0255556893554	0.00236534808692	0.000244667084708	8.39696492791e-05	2.72264376482e-05	4.68029878833e-05	0.000377982468793	1.32935272068e-05	0.000160799465828	1.46793514302e-05	2.02628711693e-05	1.34373177326e-05	7.15211885092e-06	2.35051177449e-05	9.73949442617e-06	4.87357175007e-06	6.06930552877e-05
v	0.0668062832393	0.221182963088	0.497262175409	0.186114400671	0.0221643481185	0.00276588589564	0.000658598808236	0.000163949386426	0.000106594445883	0.000339005031628	0.000927070929598	0.000159559594069	0.000475571071943	9.80721221434e-05	0.00030347949239	0.000109053965578	3.00215032836e-05	4.47018832483e-05	2.33751154754e-05	0.000157138743583	0.000107715625763
ò	0.0719390692798	0.128279753363	0.514968301803	0.250725880224	0.0245361490395	0.00501905733188	0.000948209802745	0.000211272845475	0.000131892056628	0.000433615157209	0.000990335439866	0.000207177291356	0.000521061361314	0.000123692477381	0.000393236066663	0.000138138029026	3.68610447612e-05	4.50123684161e-05	2.57960612585e-05	0.000207569718384	0.000117925277821
à	0.0246110052499	0.098550703121	0.638341243934	0.211859726741	0.0183214840132	0.00588975624396	0.000683299067582	0.000124026406825	8.2731446876e-05	0.00022815292907	0.000505050049955	8.35108337853e-05	0.000254943344438	6.61663344603e-05	0.000165174241421	5.67170775087e-05	1.56746709204e-05	3.4350103472e-05	1.48800378528e-05	6.94192303713e-05	4.20687806737e-05
r	0.0088701931733	0.054370418407	0.467958395645	0.40480539558	0.0497175830044	0.010635232748	0.000864657189194	9.50498139417e-05	0.000112368435625	0.00053972423969	0.00127948225665	6.31063459284e-05	0.000371898614813	5.73392941534e-05	0.00012287772714	4.35144451696e-05	1.01201526401e-05	2.97539856907e-05	1.12232002843e-05	2.45990920771e-05	1.71492886246e-05
t	0.0188768385244	0.040596558169	0.347729846215	0.520572078527	0.0579783103348	0.0107963646827	0.000752183649398	6.00251195472e-05	9.0292894175e-05	0.000574493845897	0.00141151891555	4.36321744661e-05	0.000341956296938	3.16631564778e-05	7.72959112133e-05	2.96270843399e-05	5.34008200337e-06	1.16308547836e-05	4.30079024477e-06	9.53812515903e-06	6.5248116082e-06
e	0.0217839289815	0.0357132352563	0.301557866938	0.375682029509	0.221573167778	0.0390470253276	0.00294329263613	0.000549071001416	6.54370183583e-05	0.000256027814632	0.000546777438517	2.74410909787e-05	0.000136649468979	2.28376499193e-05	3.29667912378e-05	1.44788260633e-05	6.01681679112e-06	6.75800894787e-06	6.50677056492e-06	4.10027101968e-06	2.43933863694e-05
n	0.00760652556717	0.0121478805521	0.104145805679	0.513548919836	0.304083879259	0.0515788151092	0.00398705981204	0.000738972037139	8.42908941194e-05	0.000337903438211	0.00128975358284	4.30476669929e-05	0.00023977754766	3.28788143064e-05	5.11087324126e-05	2.04029026878e-05	8.86014793037e-06	6.68594798262e-06	8.82929395497e-06	4.33480773989e-06	3.42758639565e-05
a	0.00314598455572	0.00442913691737	0.0382668015263	0.533946953279	0.309860183086	0.0973059750364	0.00874097920401	0.00147588514905	0.000148186641373	0.000468936079404	0.00161693803428	6.42288939976e-05	0.00030748327922	5.37999924355e-05	6.75370641375e-05	2.67821928959e-05	1.28767616435e-05	1.23403546609e-05	1.17520507517e-05	4.24482237996e-06	3.30282488188e-05
s	0.00157796093857	0.00182836838579	0.0151218725421	0.512772744426	0.329997324362	0.122114735012	0.0112417786347	0.00180409168302	0.000246592107124	0.000805946126468	0.00164811965143	9.55400313325e-05	0.000373475356407	8.55142458118e-05	0.000104486544712	4.04984142986e-05	2.17858438812e-05	1.86411052203e-05	1.87286159172e-05	4.82661625999e-06	7.70205352729e-05
t	0.00101064703286	0.00106923047526	0.00640654184737	0.521700471475	0.337071821454	0.118469701671	0.00880607877823	0.00120339649434	0.000371550135708	0.00123028117549	0.00183615143048	9.14851691108e-05	0.000383726758802	7.20526319373e-05	0.000106609568237	3.99266374329e-05	1.89909497604e-05	1.36704631734e-05	1.48719025724e-05	5.42311558666e-06	7.7402473091e-05
e	0.000721636444287	0.000744608571753	0.00285398943246	0.267925962825	0.479201173818	0.21960607389	0.0214019489261	0.00405513916478	0.000481830078569	0.00120775112516	0.00110896821016	0.00010460278837	0.000229933259601	8.90453623124e-05	6.81222627457e-05	2.9893751811e-05	2.38043593868e-05	1.43113808245e-05	2.64165574575e-05	4.49704869555e-06	0.00010033694903
s	0.000486361321429	0.000358605870584	0.00134849734749	0.210233389942	0.499082507939	0.24758182463	0.0277895879754	0.00497511942159	0.00087349452619	0.00251198364172	0.00296979105672	0.00020966681279	0.0009472374532	0.000151593947437	0.000148063177582	6.5805351937e-05	4.22380027956e-05	2.59514672748e-05	4.23815351525e-05	9.85406323185e-06	0.000146103856343
t	0.000808509380476	0.000291829990195	0.000761959789163	0.201205196647	0.497385792646	0.257990874877	0.0255544479918	0.0034779275072	0.0014436727754	0.00438808988057	0.00462793048557	0.000226391674263	0.00127079989107	0.000126619835812	0.000166501663527	7.31372503123e-05	3.60597489319e-05	2.40306680916e-05	2.94801479175e-05	1.2772098744e-05	9.79718171143e-05
u	0.000993291526825	0.000335522913398	0.000628542016388	0.093219003549	0.462276914215	0.362115231626	0.0569827609973	0.0126832341691	0.00155898225847	0.00406669326019	0.00328764466186	0.000288892484754	0.00070239081369	0.000214204648604	0.000134741792176	6.09007131041e-05	5.93514189773e-05	2.88593940305e-05	7.39551615058e-05	1.1652312248e-05	0.000277200120705
d	0.000943057908942	0.000314623974466	0.000599985678796	0.0838617025163	0.429477131405	0.376663917209	0.0726954656658	0.0155995733897	0.00173965678616	0.00562101548673	0.00840677892062	0.000496246461585	0.00220495818123	0.000331845539535	0.000313066700725	0.000105628044368	8.55815983258e-05	3.82475446768e-05	0.000107188742169	1.9279435416e-05	0.000375064853568
i	0.00190738340298	0.000749209711489	0.000919802632932	0.0779170382721	0.316181740468	0.397683105736	0.129374922555	0.0291675561299	0.00475474306205	0.0122615834956	0.0199208383069	0.00113899942053	0.00476036152708	0.000997014136512	0.000848933490242	0.000282854924789	0.000197693008109	0.000368416754892	0.000214752489056	2.57811898053e-05	0.000327273711189
è	0.00279959703433	0.00117823380383	0.00173029771098	0.032059981524	0.129445331489	0.376670035245	0.166176777518	0.04383489271	0.020632541354	0.0511349348319	0.099420789769	0.00790874800684	0.0237677241757	0.0093734711455	0.0185268206967	0.00366909998493	0.0015773735427	0.0065707470183	0.00303603948969	0.000121705061935	0.000364835650396
o	0.0161184951114	0.00200189073461	0.00333900593699	0.0243905161747	0.078919605163	0.285564031748	0.116170762506	0.0310736162367	0.0269741844513	0.0735458856106	0.210872119923	0.0112916991689	0.0540950520586	0.0137645780485	0.0288430772322	0.00566493206164	0.0022622203809	0.00967301267277	0.0043798886299	0.000172934273978	0.000882491383465
t	0.0196391806818	0.0019043235283	0.00302169447	0.0191068613916	0.092843591721	0.343385030583	0.133410950835	0.0219898074122	0.0198709291504	0.0682670758702	0.182888037641	0.0079448920563	0.0485810406862	0.00852681401617	0.0158262948107	0.00354763972055	0.00136503152697	0.00468025691759	0.0020489891133	0.000142298794659	0.00100927548449
