 	lo	sentii	che	viene	</S>
t	0.956372295	0.008224544	0.01911945615	0.015950986093	0.000332677745
o	0.688626215	0.220577972667	0.07339877715	0.016433171531	0.000963810195
n	0.283674410333	0.292123811556	0.405772272383	0.0171139050103	0.00131557349833
ì	0.101379899611	0.181560011185	0.694500070794	0.0218061670034	0.00075384980611
k	0.27515474737	0.142311854605	0.561309093598	0.0207726310011	0.000451683388703
u	0.329710679223	0.068366005745	0.570130521199	0.030208222667	0.0015845640429
s	0.115978652841	0.0435104416383	0.487061343833	0.347144828222	0.00630473234763
a	0.0443365247137	0.0286439169361	0.185354406378	0.510614912741	0.231050249449
n	0.0315157023379	0.0240482574787	0.0992752904593	0.521295774247	0.323864969816
a	0.0271791778026	0.0099222129929	0.0492168004864	0.737695891416	0.175985886605
r	0.00919927114753	0.0048197492843	0.0189230489288	0.555894130472	0.411163758868
t	0.00348870998251	0.00829978371477	0.197566148076	0.272686476824	0.517958869623
i	0.0014819439275	0.0105329085049	0.256162028525	0.234975105608	0.496848009874
</S>	0.00076411574875	0.00697139865245	0.129263603012	0.239410172804	0.623590689937
